game_date,player_name,batter,pitcher,outs_when_up,inning,hc_x,hc_y
2024-05-21,Thairo Estrada,642731,527048,0,5,47.23,58.62
2024-09-13,Harrison Bader,664056,656457,2,8,54.55,48.67
2024-06-03,Alec Burleson,676475,434378,1,1,234.4,98.27
2024-05-02,Mike Yastrzemski,573262,670174,0,3,183.67,50.72
2024-07-04,Matt Chapman,656305,450203,1,4,89.1,35.99
2024-09-09,Rob Refsnyder,608701,608344,1,8,232.12,75.03
2024-08-02,Donovan Solano,456781,596295,0,4,75.86,48.25
2024-06-20,Christian Walker,572233,607179,2,9,30.57,61.03
2024-07-24,Jake Fraley,641584,642216,2,1,237.23,96.9
2024-07-26,Adolis García,666969,579328,1,5,227.34,100.8
2024-04-10,Michael Busch,683737,656302,2,4,207.52,56.49
2024-08-14,TJ Friedl,670770,502043,2,5,236.25,79.12
2024-05-22,Luis Arraez,650333,607259,0,1,219.28,79.24
2024-07-01,J.D. Martinez,502110,640451,0,10,115.29,29.59
2024-09-17,Jasson Domínguez,691176,693433,2,5,117.17,31.92
2024-06-07,Connor Joe,656582,643377,2,8,45.41,54.53
2024-05-23,J.D. Davis,605204,641755,1,8,53.72,54.5
2024-05-10,Ozzie Albies,645277,500779,2,3,28.87,91.93
2024-05-15,Bryce Harper,547180,664192,2,1,40.54,67.7
2024-08-23,Addison Barger,680718,672710,0,9,190.69,32.72
2024-04-16,Gunnar Henderson,683002,663978,2,2,215.05,76.49
2024-07-13,Trea Turner,607208,687765,2,4,76.76,43.77
2024-04-08,Charlie Blackmon,453568,666818,1,8,221.39,69.66
2024-08-13,Salvador Perez,521692,595345,1,6,122.12,24.98
2024-09-07,Sam Hilliard,656541,657649,2,8,236.28,60.8
2024-05-15,Nolan Schanuel,694384,458681,0,1,227.99,94.49
2024-07-23,Tyler O'Neill,641933,621389,1,3,12.04,47.32
2024-05-17,Michael Massey,686681,613534,0,6,227.98,89.3
2024-06-22,Logan O'Hoppe,681351,607192,2,7,179.76,43.6
2024-08-07,Kyle Schwarber,656941,523260,2,6,174.04,33.02
2024-07-29,Willy Adames,642715,445926,1,6,61.41,30.35
2024-05-21,Reese McGuire,624512,541640,1,9,199.11,58.67
2024-07-07,Jonah Heim,641680,670955,2,6,214.42,68.01
2024-09-25,Trea Turner,607208,665871,1,1,48.72,53.63
2024-04-07,Nolan Gorman,669357,676974,1,5,100.93,39.48
2024-09-02,Shea Langeliers,669127,669302,2,3,40.64,61.02
2024-08-24,Seiya Suzuki,673548,678368,2,1,92.9,35.84
2024-08-17,Marcell Ozuna,542303,656288,0,1,134.23,22.11
2024-04-03,Patrick Bailey,672275,607192,1,3,200.43,58.41
2024-08-24,David Hensley,682073,684007,1,5,169.6,45.32
2024-09-17,Luisangel Acuña,682668,686747,1,8,74.61,39.37
2024-07-26,Josh Rojas,668942,689672,2,1,195.86,59
2024-05-16,Jarren Duran,680776,687330,2,6,175.92,33.87
2024-08-07,Geraldo Perdomo,672695,594902,1,2,200.93,63.18
2024-09-01,Andrés Giménez,665926,656605,1,1,167.13,40.52
2024-08-16,José Ramírez,608070,669060,0,8,230.84,65.15
2024-09-02,Rhys Hoskins,656555,669467,0,4,40.4,68.97
2024-07-26,Nolan Schanuel,694384,621112,2,1,179.3,41.9
2024-09-30,Ramón Laureano,657656,656731,1,6,102.68,34.36
2024-06-05,Jonah Heim,641680,669438,2,3,223.31,75.84
2024-09-10,Kyle Farmer,571657,656288,1,2,42.05,61.77
2024-05-07,Cody Bellinger,641355,681190,0,4,188.58,52.81
2024-05-08,Marcell Ozuna,542303,601713,2,3,104.68,33.22
2024-07-09,Josh Smith,669701,672710,2,1,165.93,43.3
2024-07-19,JJ Bleday,668709,519043,1,6,207.97,59.04
2024-07-19,Brandon Lowe,664040,543037,0,6,176.98,52.35
2024-05-21,Jon Singleton,572138,608334,1,6,116.34,24.34
2024-07-14,Jose Siri,642350,594902,0,3,60.19,40.88
2024-08-16,Charlie Blackmon,453568,663362,1,2,210.36,56.67
2024-05-26,Julio Rodríguez,677594,571578,0,4,76.89,34.97
2024-09-19,Shohei Ohtani,660271,657508,2,7,36.95,67.57
2024-04-15,Luis García Jr.,671277,607192,2,5,71.69,57.1
2024-08-12,Pete Crow-Armstrong,691718,594902,1,4,224.29,98.3
2024-07-12,Brendan Rodgers,663898,640455,0,7,42.83,59.67
2024-06-13,Jazz Chisholm Jr.,665862,622098,1,7,150.42,28.06
2024-07-11,Jazz Chisholm Jr.,665862,681869,0,5,223.55,70.52
2024-05-24,Edmundo Sosa,624641,621389,1,5,29.28,74.34
2024-06-22,Davis Schneider,676914,594902,2,2,195.72,63.01
2024-06-20,Shohei Ohtani,660271,621389,0,1,123.13,25.97
2024-05-20,Daulton Varsho,662139,607200,2,2,177.28,46.19
2024-10-20,Will Smith,669257,664208,2,3,137.55,30.97
2024-04-12,Lawrence Butler,671732,663623,1,3,218.45,43.35
2024-06-20,Yordan Alvarez,670541,623167,2,1,189.69,32.58
2024-07-14,Anthony Santander,623993,592454,2,5,220.82,56.41
2024-09-11,Nolan Arenado,571448,682227,1,4,87.19,41.17
2024-08-01,Logan O'Hoppe,681351,663372,0,4,104.42,16.23
2024-06-22,Trent Grisham,663757,445926,0,7,23.15,101.67
2024-09-07,Mookie Betts,605141,605130,2,4,51.65,66.09
2024-08-07,David Fry,681807,593958,0,2,90.41,38.06
2024-07-26,Salvador Perez,521692,543294,2,5,32.99,69.01
2024-08-02,Byron Buxton,621439,672860,2,8,85.46,32.34
2024-08-18,Corbin Carroll,682998,641302,2,8,214.08,51.6
2024-05-07,Kyle McCann,668832,666720,1,7,146.94,24.8
2024-10-29,Anthony Volpe,683011,543339,2,3,46.48,62.14
2024-05-31,Nick Gordon,624503,570632,1,2,147.04,40.38
2024-10-16,Shohei Ohtani,660271,656731,1,8,245.72,82.04
2024-09-17,Leody Taveras,665750,666818,1,8,192.54,54.17
2024-09-17,Bryce Harper,547180,593423,1,6,90.88,43.68
2024-09-24,Jack López,605346,672860,0,8,48.72,66.41
2024-04-30,Kyle Schwarber,656941,542881,2,2,211.08,55.26
2024-08-07,José Ramírez,608070,593958,0,6,39.27,64.71
2024-04-27,Anthony Rizzo,519203,600986,1,6,206.09,76.64
2024-04-02,Bryce Harper,547180,608718,1,7,182.15,37.39
2024-07-11,Wilyer Abreu,677800,665622,0,4,113.51,38.45
2024-07-09,Ildemaro Vargas,545121,493603,0,8,218.27,75.62
2024-04-20,Cal Raleigh,663728,641712,0,2,39.53,73.81
2024-07-19,George Springer,543807,689225,0,8,30.42,95.65
2024-09-02,Brooks Lee,686797,664076,0,8,88.2,38.03
2024-05-04,Patrick Wisdom,621550,600986,1,6,8.77,64.16
2024-08-11,Anthony Santander,623993,605488,0,4,52.68,62.03
2024-04-22,Pete Alonso,624413,676775,0,5,18.58,86.56
2024-08-06,Tommy Pham,502054,605488,2,2,55.66,54.26
2024-07-02,Sean Murphy,669221,806185,1,2,79.54,30.82
2024-04-28,Thairo Estrada,642731,683003,0,3,65.1,49.76
2024-07-27,Tyler Fitzgerald,666149,595928,2,8,48.91,63.27
2024-06-22,Alec Bohm,664761,674072,1,3,91.85,33.67
2024-04-21,Cal Raleigh,663728,663562,2,6,114.41,27.23
2024-07-24,Corey Seager,608369,623167,1,1,212.67,74.67
2024-07-28,Daulton Varsho,662139,642546,2,1,193.79,54.2
2024-05-20,Marcell Ozuna,542303,681190,1,5,31.11,62.03
2024-08-28,Lawrence Butler,671732,518585,0,1,196.32,66.18
2024-08-10,Jake McCarthy,664983,605400,2,5,214.53,63.88
2024-04-27,Austin Shenton,668853,686563,1,5,49.81,72.59
2024-09-19,Brandon Nimmo,607043,592836,0,3,157.39,42.06
2024-07-09,Brandon Marsh,669016,656848,2,7,188.36,46.39
2024-06-02,José Caballero,676609,608344,0,7,35.07,62.51
2024-09-10,Carlos Santana,467793,656288,2,5,187,43.6
2024-07-22,Leody Taveras,665750,607200,2,5,184.11,43.03
2024-06-27,Heston Kjerstad,677008,592351,2,3,126.61,31.06
2024-07-14,Christopher Morel,666624,571945,1,6,21.15,75.06
2024-04-07,Mike Trout,545361,502624,1,8,27.51,84.27
2024-04-27,Alec Bohm,664761,656302,2,1,48.79,57.36
2024-03-30,Josh Jung,673962,676962,2,8,56.46,40.49
2024-09-25,Pavin Smith,656976,702352,2,8,177.97,43.17
2024-04-26,J.T. Realmuto,592663,676680,0,7,22.09,96.59
2024-08-04,Josh Naylor,647304,669203,2,5,161.96,32.73
2024-05-31,J.D. Martinez,502110,663531,0,6,213.4,71.31
2024-06-15,Michael Toglia,669911,642701,1,8,42.57,74.64
2024-06-24,Oneil Cruz,665833,518585,2,7,196.82,26.99
2024-06-12,Henry Davis,680779,552640,0,8,86.87,37.1
2024-05-07,Andy Ibáñez,628451,671106,0,1,41.49,66.17
2024-03-30,Steven Kwan,680757,547184,2,7,206.28,46.71
2024-07-27,Royce Lewis,668904,669373,1,1,51.36,54
2024-09-01,Kyle Stowers,669065,657277,2,5,171.75,26.97
2024-06-14,Shea Langeliers,669127,680573,2,1,60.07,47.38
2024-09-11,Tommy Edman,669242,622259,2,8,196.47,63.29
2024-04-09,Shea Langeliers,669127,543135,2,2,46.35,55.87
2024-05-09,Yordan Alvarez,670541,573186,2,1,229.83,76.36
2024-05-06,Teoscar Hernández,606192,682610,2,3,31.54,57.73
2024-08-01,Austin Riley,663586,676974,1,1,225.57,102.16
2024-08-14,Eugenio Suárez,553993,666207,2,6,61.85,37.87
2024-08-29,Lawrence Butler,671732,664747,0,9,242.35,86.02
2024-05-11,Eddie Rosario,592696,681867,0,5,42.26,93.35
2024-07-10,Kyle Schwarber,656941,694813,0,1,58.95,59.46
2024-05-21,Orlando Arcia,606115,665871,1,2,91.23,32.45
2024-10-18,Mookie Betts,605141,592773,0,6,45.36,66.59
2024-08-31,Corbin Carroll,682998,694813,0,1,120.24,31.44
2024-07-22,Marcus Semien,543760,607200,1,3,19.9,95.62
2024-04-04,Josh Bell,605137,458681,1,5,128.42,20.18
2024-06-28,Rafael Devers,646240,593974,0,6,137.64,21.63
2024-05-21,Yordan Alvarez,670541,656288,1,1,202.87,76.3
2024-07-04,Jonathan India,663697,573186,1,3,54.55,53.91
2024-08-31,Jesse Winker,608385,663436,2,1,170.43,41.69
2024-04-29,Mitch Garver,641598,621345,0,9,30.35,50.7
2024-09-21,Elly De La Cruz,682829,683003,2,4,243.69,72.77
2024-03-30,Adolis García,666969,543294,1,3,188.85,61.74
2024-04-10,Blaze Alexander,677942,596295,0,2,225.95,79.28
2024-08-02,Salvador Perez,521692,669373,0,2,67.4,26.86
2024-03-31,Davis Schneider,676914,641302,2,5,30.49,83.52
2024-05-06,Michael Massey,686681,657649,0,7,194.68,46.9
2024-07-23,Jeremy Peña,665161,519008,2,9,44.66,50.19
2024-09-04,Pavin Smith,656976,702352,2,5,159.68,32.28
2024-03-31,Christopher Morel,666624,592351,1,1,51.26,53.82
2024-05-07,Jarred Kelenic,672284,676710,1,3,218.39,81.42
2024-03-29,Lourdes Gurriel Jr.,666971,615698,2,1,17.09,86.13
2024-09-04,Jesse Winker,608385,656557,1,1,93.38,43.08
2024-04-01,Jose Siri,642350,641540,1,7,50.72,61.5
2024-06-01,Luke Raley,670042,608334,0,6,75.23,43.81
2024-04-01,Mike Trout,545361,676974,1,4,33.4,59.31
2024-05-05,Oneil Cruz,665833,663372,1,6,160.73,28.67
2024-06-22,Travis d'Arnaud,518595,573186,2,7,212.91,84.37
2024-07-28,Vladimir Guerrero Jr.,665489,642546,1,3,197.81,70.14
2024-09-06,Shohei Ohtani,660271,571510,1,6,109.21,32.81
2024-04-20,Cody Bellinger,641355,682610,1,1,196.63,63.5
2024-06-15,Edmundo Sosa,624641,680570,0,2,208,73.62
2024-04-06,Vladimir Guerrero Jr.,665489,596133,0,7,195.88,70.24
2024-06-25,Brandon Nimmo,607043,543037,2,4,209.43,68.46
2024-09-14,Yordan Alvarez,670541,542881,0,5,219.68,63.15
2024-08-25,Willi Castro,650489,607200,0,1,220.04,65.95
2024-08-02,Orlando Arcia,606115,678368,0,5,172.09,44.18
2024-08-25,Geraldo Perdomo,672695,608371,0,9,220.39,110.64
2024-05-14,Shohei Ohtani,660271,676775,0,4,208.75,37.41
2024-09-22,Shohei Ohtani,660271,678020,0,9,163.06,27.87
2024-05-08,Ryan Mountcastle,663624,640451,1,11,53.32,60.55
2024-06-26,Jake Bauers,641343,543135,2,3,128.82,19.09
2024-07-26,Tyler Fitzgerald,666149,641755,1,6,58.75,53.05
2024-09-19,Michael Harris II,671739,605335,0,8,181.49,46.09
2024-04-06,Joey Bart,663698,669330,2,2,53.24,49.62
2024-07-21,Richie Palacios,680700,573186,0,1,208.89,76.69
2024-07-03,Manny Machado,592518,592351,2,3,76.69,69.58
2024-08-30,Shea Langeliers,669127,641540,2,9,88.12,27.97
2024-09-18,Corbin Carroll,682998,596295,1,1,197.01,35.78
2024-08-19,TJ Friedl,670770,592332,0,4,219,69.27
2024-05-08,Tyler Soderstrom,691016,683004,0,4,75.2,36.11
2024-07-08,Alec Burleson,676475,606930,0,8,187.31,46.21
2024-09-12,Brendan Donovan,680977,686730,0,7,220.44,74.21
2024-07-19,Adley Rutschman,668939,543135,0,1,193.07,58.85
2024-07-22,Juan Soto,665742,687330,2,8,215.4,71
2024-09-16,Brandon Marsh,669016,650644,2,5,71.05,58.52
2024-09-24,Brandon Lowe,664040,689225,2,9,202.82,73.63
2024-07-13,Willson Contreras,575929,665871,1,1,211.42,78.89
2024-05-29,Matt Vierling,663837,683003,1,5,30.88,81.13
2024-08-11,Cal Raleigh,663728,622663,2,5,213.02,51.66
2024-06-04,Zach McKinstry,656716,641540,1,2,229.34,95.89
2024-05-13,Daulton Varsho,662139,666974,1,8,233.97,72.85
2024-04-22,José Caballero,676609,571946,1,8,88.47,34.96
2024-04-06,Ryan McMahon,641857,641302,1,2,22.36,90.4
2024-09-20,Kyle Tucker,663656,672710,0,6,182.28,50.13
2024-06-13,Tyler O'Neill,641933,605400,2,4,92.7,29.91
2024-05-23,Aaron Judge,592450,622491,1,3,152.31,33.62
2024-06-22,Yordan Alvarez,670541,669203,2,3,80.64,35
2024-06-15,Korey Lee,686676,674072,2,9,54.16,47.13
2024-06-29,CJ Abrams,682928,650644,0,1,184,41.27
2024-04-03,Joey Gallo,608336,656605,0,2,213.22,39.44
2024-08-10,Danny Jansen,643376,681293,0,5,30.29,71.29
2024-07-27,Keibert Ruiz,660688,669461,1,6,64.04,54.23
2024-09-06,Mark Vientos,668901,518585,1,1,36.66,79.57
2024-03-31,Will Benson,666181,640448,2,9,97.81,35
2024-08-11,Jake Cave,595909,592426,1,8,49.48,64.34
2024-05-04,Andy Pages,681624,693821,0,4,68.02,52.05
2024-06-30,Trevor Larnach,663616,592773,1,8,159.62,38.22
2024-05-24,Bobby Witt Jr.,677951,641302,0,7,116.62,23.79
2024-07-23,Justin Turner,457759,655889,0,6,47,63.29
2024-05-26,Paul Goldschmidt,502671,665871,1,3,18.74,63.78
2024-06-08,Nick Castellanos,592206,664849,1,8,35.98,56.35
2024-07-11,Bryan De La Cruz,650559,814005,1,1,25.29,96.16
2024-08-17,Dairon Blanco,680118,666157,2,2,135.76,34.42
2024-08-28,Bryan Reynolds,668804,543294,1,1,202.88,42.61
2024-04-16,Lourdes Gurriel Jr.,666971,543294,1,3,36.64,72.77
2024-08-07,Austin Riley,663586,642547,2,5,52.76,41.22
2024-09-20,Michael Toglia,669911,656629,0,9,208.75,71.85
2024-08-09,Cody Bellinger,641355,676979,1,1,192,47
2024-04-12,Jake Cronenworth,630105,543339,1,6,191.69,63.46
2024-10-06,Xander Bogaerts,593428,675627,2,8,54.39,59.58
2024-10-15,José Ramírez,608070,596133,1,9,206.44,75.09
2024-09-08,Jerar Encarnacion,666464,605397,1,4,37.44,55.12
2024-06-21,Luis Arraez,650333,607067,2,5,229.97,99.91
2024-03-31,Justin Turner,457759,641302,0,5,46.42,57.53
2024-07-07,Mitch Garver,641598,621244,1,5,49.74,52.68
2024-04-14,Ryan O'Hearn,656811,607067,2,3,183.1,44.12
2024-09-07,Willy Adames,642715,621389,2,1,228.54,88.02
2024-04-07,Yordan Alvarez,670541,641540,1,3,240.18,95.2
2024-08-31,Lawrence Butler,671732,674003,0,4,209.94,76.13
2024-08-30,Austin Wells,669224,607200,2,3,172.41,44.56
2024-09-08,Connor Norby,681393,686751,0,1,72.18,38.24
2024-08-09,Shohei Ohtani,660271,656605,1,3,142.14,17.94
2024-07-09,Lawrence Butler,671732,678394,0,6,184,22.53
2024-06-02,Adolis García,666969,669432,0,6,43.63,61.48
2024-06-07,Oneil Cruz,665833,657746,0,2,205.85,47.57
2024-09-13,Hunter Goodman,696100,663878,1,8,61.96,44.28
2024-06-05,TJ Friedl,670770,641712,1,5,178.53,31.22
2024-06-07,Jordan Westburg,676059,606965,1,8,206.49,73.04
2024-04-16,Ketel Marte,606466,640470,2,9,172.1,39.38
2024-05-08,Jo Adell,666176,527048,0,3,112.41,35
2024-08-28,Josh Lowe,666139,622491,0,2,195.08,64.61
2024-04-14,Nick Martini,605361,621383,2,5,182.15,48.06
2024-09-07,William Contreras,661388,621389,1,3,190.38,55.79
2024-08-25,Grant McCray,687529,676092,0,8,239.45,77.8
2024-04-16,Joc Pederson,592626,543294,2,3,246.63,81.52
2024-05-11,Jo Adell,666176,666142,1,2,85.48,44.91
2024-09-06,Logan O'Hoppe,681351,570632,0,6,24.81,66.18
2024-04-02,Bryce Harper,547180,668933,0,4,219.94,83.11
2024-08-14,Tyler Stephenson,663886,502043,2,3,178.98,50.47
2024-10-16,Enrique Hernández,571771,657585,2,6,67.29,55.47
2024-09-03,Francisco Lindor,596019,676710,2,3,211.87,76.65
2024-04-26,Eloy Jiménez,650391,541640,0,7,62.82,45.3
2024-07-30,Wyatt Langford,694671,458681,0,2,23.47,87.29
2024-09-19,Michael Harris II,671739,605335,1,9,201.18,67.73
2024-08-08,Pete Alonso,624413,596295,0,3,47.33,31.88
2024-09-10,Christian Walker,572233,543135,1,3,218.5,81.21
2024-06-20,Andrés Giménez,665926,622491,2,5,164.56,36.46
2024-09-16,Ezequiel Tovar,678662,518876,0,4,172.43,37.11
2024-04-14,Vinnie Pasquantino,686469,621242,2,9,215.71,80.48
2024-08-31,Mickey Moniak,666160,662253,2,9,232.1,71.21
2024-09-13,Fernando Tatis Jr.,665487,657277,0,1,148.89,24.97
2024-06-27,Ketel Marte,606466,701581,0,4,180.04,44.57
2024-06-11,Josh Naylor,647304,518585,0,8,210.51,48.3
2024-05-24,Luis García Jr.,671277,669923,1,4,56.37,61.9
2024-06-21,Drew Millas,686452,641712,0,4,104.14,27
2024-06-13,Tyler Soderstrom,691016,657746,0,2,116.58,24.76
2024-04-19,Tyler Stephenson,663886,542881,2,6,29.3,51.77
2024-09-09,Niko Kavadas,694359,678692,2,6,213.43,88.26
2024-06-01,Matt Olson,621566,519008,1,5,199.46,64.83
2024-06-17,Patrick Bailey,672275,643410,2,8,238.1,62.53
2024-09-11,Tyler O'Neill,641933,669211,1,10,45.01,61.91
2024-06-01,Yordan Alvarez,670541,657746,2,5,198.8,58.8
2024-04-14,Cedric Mullins,656775,607067,0,2,218.98,67.82
2024-08-02,Leody Taveras,665750,676710,0,3,222.96,93.92
2024-09-08,Joey Bart,663698,571578,1,1,21.76,67.84
2024-09-22,Eugenio Suárez,553993,593423,2,3,70.69,48.08
2024-03-30,Brett Baty,683146,571948,1,8,185.68,37.57
2024-07-20,Alex Jackson,656577,641482,2,4,184.6,64.22
2024-04-19,Wilyer Abreu,677800,682990,1,1,227.82,61.19
2024-06-06,Elly De La Cruz,682829,665871,0,3,222.78,81.22
2024-05-18,Jake Meyers,676694,669060,1,5,32.56,90.98
2024-09-07,Spencer Horwitz,687462,680885,0,2,113.51,29.47
2024-04-10,Vinnie Pasquantino,686469,656232,1,4,196.65,58.11
2024-08-13,Shohei Ohtani,660271,607067,2,3,204.44,50.89
2024-05-09,Brenton Doyle,686668,676775,0,4,89.39,28.81
2024-05-22,Aaron Judge,592450,682243,1,1,205.7,70.36
2024-04-19,Alec Bohm,664761,676979,2,3,84.39,42.58
2024-04-13,Triston Casas,671213,656288,1,1,207.43,44.8
2024-07-12,Corey Seager,608369,686613,0,6,24.8,102.23
2024-05-10,Nolan Gorman,669357,643361,1,9,206.31,62.42
2024-10-17,Jhonkensy Noel,678877,596133,2,9,29.42,66.31
2024-05-14,Eloy Jiménez,650391,592866,0,2,90.83,37.65
2024-04-11,Seth Brown,664913,592351,0,2,238.03,93.15
2024-07-12,Julio Rodríguez,677594,542881,2,1,198.57,64.32
2024-07-14,Christopher Morel,666624,552640,1,8,23.72,75.35
2024-07-10,Leody Taveras,665750,656288,0,5,174.83,44.49
2024-08-25,Enrique Hernández,571771,682052,0,5,85.26,44.75
2024-09-11,Jared Triolo,669707,642834,1,2,35.48,75.35
2024-08-30,Rhys Hoskins,656555,686730,2,7,29.69,82.26
2024-07-14,Travis d'Arnaud,518595,663568,2,6,101.81,25.9
2024-05-24,Eddie Rosario,592696,608723,0,8,222.74,79.61
2024-06-17,Bryan De La Cruz,650559,668941,2,8,177.85,41.89
2024-05-04,Nico Hoerner,663538,668964,0,1,63.17,57.66
2024-09-25,Adolis García,666969,669620,0,3,35.91,70.53
2024-07-11,Tyler Stephenson,663886,683627,0,7,42.02,72.59
2024-08-10,James Wood,695578,656288,0,2,62.29,58.6
2024-08-23,Lawrence Butler,671732,650644,0,1,157.85,40.18
2024-04-05,Ezequiel Tovar,678662,621363,2,6,58.03,42.76
2024-06-08,Gavin Sheets,657757,678394,2,5,217.16,64.88
2024-09-17,Ian Happ,664023,687765,0,3,184.4,54.59
2024-08-23,Kyle Higashioka,543309,621112,0,2,30.25,86.29
2024-04-05,Brent Rooker,667670,669373,2,6,28.58,92.71
2024-04-24,Zach Neto,687263,666974,0,8,28.58,78.28
2024-07-23,Lawrence Butler,671732,814005,0,3,176.22,40.23
2024-09-26,Charlie Blackmon,453568,502043,1,2,211.58,64.42
2024-04-14,Colton Cowser,681297,571948,2,8,196.46,43.12
2024-08-16,Jake Meyers,676694,657053,2,6,40.1,81.22
2024-06-12,Willi Castro,650489,596295,0,4,63.14,36.46
2024-05-20,Danny Jansen,643376,673929,2,7,40.04,72.64
2024-05-19,Brandon Nimmo,607043,669622,2,9,207.88,61.34
2024-03-21,Manny Machado,592518,656420,0,9,48.98,54.68
2024-06-04,Orlando Arcia,606115,502624,1,7,192.5,62.32
2024-07-03,Brayan Rocchio,677587,605121,2,7,218.94,81.33
2024-05-12,Julio Rodríguez,677594,622072,2,2,128.71,27.79
2024-08-25,Mookie Betts,605141,663992,0,8,77.58,50.44
2024-08-23,Ian Happ,664023,676974,0,3,92.5,40.21
2024-09-21,Kyle Tucker,663656,668943,1,7,,
2024-08-27,Jesús Sánchez,660821,683409,0,9,207.26,60.53
2024-07-03,Wenceel Pérez,672761,701581,2,3,168.64,38.57
2024-06-23,Mark Vientos,668901,668338,1,8,118.18,16.41
2024-07-24,Gleyber Torres,650402,640455,0,1,37.47,68.17
2024-06-03,Austin Hays,669720,592332,2,4,55.13,65.68
2024-07-19,Ezequiel Tovar,678662,592426,2,8,18.63,75.59
2024-08-11,Austin Riley,663586,607536,1,1,115.14,20.15
2024-06-18,Randy Arozarena,668227,641154,2,1,34.12,54.95
2024-04-24,Elias Díaz,553869,593974,2,8,114.6,29.81
2024-04-21,Jesús Sánchez,660821,543294,1,2,146.85,13.36
2024-08-04,Miguel Amaya,665804,681676,2,6,99.05,43.74
2024-09-24,Colton Cowser,681297,641656,0,8,219.22,49.82
2024-04-17,Elly De La Cruz,682829,682243,2,2,185.59,52.24
2024-06-23,Jarred Kelenic,672284,641482,2,3,173.41,51.89
2024-08-15,Javier Báez,595879,662253,2,8,56.23,48.73
2024-08-31,Jake Cronenworth,630105,669358,1,1,218.38,62.25
2024-04-14,Masataka Yoshida,807799,660761,0,6,192.96,58.76
2024-08-06,Teoscar Hernández,606192,656546,0,8,120.23,27.63
2024-08-03,Rob Refsnyder,608701,674003,0,4,81.47,43.61
2024-05-08,Elias Díaz,553869,666808,2,9,12.01,76.58
2024-06-03,Vladimir Guerrero Jr.,665489,680570,0,4,129.51,31.15
2024-04-28,Jake Bauers,641343,573186,0,5,220.11,73.13
2024-08-25,Giancarlo Stanton,519317,676105,1,7,129.31,26.94
2024-06-01,Vinnie Pasquantino,686469,681190,1,1,204.99,53.16
2024-09-06,Seth Brown,664913,571946,1,11,224.23,74.83
2024-09-27,Zach Dezenzo,701305,669212,1,5,112.12,18.84
2024-08-07,Jackson Merrill,701538,594835,0,2,128.26,19.69
2024-06-23,Francisco Lindor,596019,665871,1,3,88.14,49.84
2024-08-06,Michael Massey,686681,678394,2,5,194.27,36.56
2024-08-30,Xander Bogaerts,593428,664076,0,9,43.07,77.56
2024-03-30,Michael Conforto,624424,676680,1,8,204.4,66.55
2024-09-19,Michael Conforto,624424,621107,0,4,199.11,68.36
2024-07-06,Jon Singleton,572138,657746,1,4,175.5,42.34
2024-09-07,Grant McCray,687529,656302,2,2,231.64,74.95
2024-07-14,Brent Rooker,667670,675650,1,4,122.35,16.48
2024-04-10,Michael Toglia,669911,674072,1,4,116.36,26.89
2024-07-10,Lars Nootbaar,663457,608379,0,2,28.58,89.08
2024-05-24,Colt Keith,690993,666201,2,2,188.63,49.79
2024-06-06,Mitch Garver,641598,519008,0,9,87.36,40.71
2024-08-02,Shea Langeliers,669127,694813,0,4,10.17,66.61
2024-09-11,Matt Chapman,656305,607067,2,4,29.94,67.75
2024-07-06,Brent Rooker,667670,700249,0,1,72.33,39.92
2024-05-25,José Ramírez,608070,667755,2,3,217.07,68.39
2024-04-02,Paul DeJong,657557,621345,0,7,36.59,87.32
2024-08-14,Wilyer Abreu,677800,641540,0,6,174.78,40.49
2024-08-11,Cal Raleigh,663728,493603,2,6,196.74,49.99
2024-05-13,Yasmani Grandal,518735,669952,1,8,175.15,34.41
2024-09-28,Emmanuel Rivera,656896,805673,1,2,86.15,24.12
2024-08-24,Trevor Larnach,663616,543243,1,3,221.48,75.42
2024-08-24,Jhonkensy Noel,678877,592351,0,3,40.58,58.33
2024-09-14,Garrett Mitchell,669003,571670,0,4,73.52,48.53
2024-05-08,Bryan De La Cruz,650559,694813,0,4,18.77,79.37
2024-04-19,Francisco Lindor,596019,543339,1,7,184.16,44.52
2024-07-09,Ian Happ,664023,665152,2,4,234.35,79.87
2024-08-03,Matt Chapman,656305,664747,0,9,50.4,44.88
2024-05-15,Seiya Suzuki,673548,445926,2,8,88.08,36.57
2024-08-23,Miguel Amaya,665804,592288,0,9,138.48,29.32
2024-07-23,Andrew Benintendi,643217,622250,0,9,237.02,89.94
2024-08-16,Vinnie Pasquantino,686469,518585,2,9,224.17,74.5
2024-04-16,Ha-Seong Kim,673490,489119,1,1,49.55,119.57
2024-07-13,Ryan Vilade,668723,680736,0,5,59.39,56.16
2024-05-31,Trevor Larnach,663616,669854,1,5,187,47.15
2024-06-10,James McCann,543510,686752,0,3,49.68,55.3
2024-05-26,CJ Abrams,682928,592773,2,7,,
2024-07-29,Michael Busch,683737,571656,0,9,159.54,41.79
2024-07-21,Lars Nootbaar,663457,680885,2,4,141.03,33.06
2024-07-14,Gunnar Henderson,683002,607074,0,3,206.19,41.37
2024-08-30,Willy Adames,642715,691172,1,9,28.52,73.31
2024-07-11,Connor Wong,657136,665622,2,3,64.21,40.2
2024-07-27,Rhys Hoskins,656555,676974,2,4,63.26,87.85
2024-06-17,Justin Turner,457759,601713,1,6,54.49,42.06
2024-07-22,Will Benson,666181,625643,1,3,193.21,54.45
2024-08-24,Trevor Larnach,663616,543243,1,5,132.81,29.68
