game_date,player_name,batter,pitcher,outs_when_up,inning,hc_x,hc_y
2024-05-24,Logan O'Hoppe,681351,658648,2,8,142.52,30.88
2024-04-01,Yainer Diaz,673237,670102,2,1,58.31,35.72
2024-07-29,Hunter Renfroe,592669,621051,1,8,211.9,84.14
2024-08-28,Aaron Schunk,668845,676974,1,5,19.68,60.25
2024-06-19,Ian Happ,664023,702352,0,4,136.59,20.17
2024-04-09,CJ Abrams,682928,690986,2,3,198.72,37.54
2024-07-12,Mark Vientos,668901,685299,1,2,85.7,38.98
2024-05-01,Abraham Toro,647351,682990,1,2,145.42,35.99
2024-04-12,Kyle Tucker,663656,656271,1,7,219.47,73.66
2024-06-21,Shea Langeliers,669127,661395,0,8,35.26,65.51
2024-04-21,Austin Martin,668885,656412,0,9,45.37,69.7
2024-06-18,Max Kepler,596146,542888,0,5,140.33,29.98
2024-06-28,Salvador Perez,521692,663474,0,2,35.67,40.88
2024-05-13,Adley Rutschman,668939,621244,0,4,208.13,47.3
2024-04-28,Aaron Judge,592450,668964,2,1,75.96,27.39
2024-09-04,Nicky Lopez,670032,544150,0,1,192.66,59.23
2024-07-20,Andrew McCutchen,457705,650911,0,6,84.25,29.43
2024-04-08,Elly De La Cruz,682829,656266,0,5,135.19,16.83
2024-04-06,Ketel Marte,606466,608331,0,1,72.22,19.47
2024-09-15,Jonah Bride,681146,674285,0,7,54.22,52.99
2024-04-08,Will Benson,666181,676879,2,2,227.9,79.36
2024-09-18,Enrique Hernández,571771,677960,1,4,39.36,47.07
2024-08-28,Jorge Soler,624585,701581,1,1,100.04,26.54
2024-05-24,Pete Alonso,624413,687014,1,7,41.98,64.49
2024-08-17,Pete Alonso,624413,676974,0,2,145.34,33.34
2024-08-06,Edmundo Sosa,624641,641703,0,9,229.65,99.38
2024-04-01,Bobby Witt Jr.,677951,665152,2,3,106.09,21.98
2024-05-20,Zach Neto,687263,606160,0,6,32.69,69.14
2024-06-17,Ozzie Albies,645277,571946,2,8,220.93,63.53
2024-04-19,Riley Adams,656180,434378,2,5,152.67,21.28
2024-04-10,Jordan Westburg,676059,455119,2,7,99.12,26.21
2024-09-20,Colton Cowser,681297,672456,0,2,124.98,32.49
2024-08-19,Zach Neto,687263,663460,0,8,28.07,82.64
2024-09-24,Mark Vientos,668901,680885,1,7,219.5,94.42
2024-07-25,Connor Norby,681393,682610,0,4,198.4,63.8
2024-05-04,Whit Merrifield,593160,669062,0,7,23.69,87.17
2024-05-15,Ty France,664034,679525,1,4,53.56,47.37
2024-09-07,Tyler O'Neill,641933,660853,0,5,47.17,52.92
2024-06-15,Lane Thomas,657041,669432,2,3,163.38,51.2
2024-09-10,Andrew McCutchen,457705,670124,1,5,53.54,52.44
2024-08-03,Bryan Reynolds,668804,677944,0,6,153.27,16.33
2024-05-15,Paul Goldschmidt,502671,656288,0,6,178.2,49.52
2024-06-09,MJ Melendez,669004,657508,2,9,244.34,68.62
2024-05-01,Will Brennan,686823,434378,0,5,180.68,56.99
2024-05-15,Taylor Ward,621493,687798,0,7,26.3,88.73
2024-06-23,Steven Kwan,680757,647315,0,4,192.23,62.25
2024-06-22,Luis García Jr.,671277,664875,1,8,144.9,20.92
2024-07-27,Patrick Wisdom,621550,669674,1,7,74.54,32.61
2024-07-10,Patrick Bailey,672275,670102,1,9,115.34,35.11
2024-08-14,Matt Olson,621566,663546,0,3,57.7,65.19
2024-07-10,Daniel Schneemann,682177,681857,2,4,72.15,59.08
2024-09-15,Carlos Santana,467793,458677,2,7,44.12,82.92
2024-06-19,Nolan Gorman,669357,630023,0,2,114.08,22.83
2024-07-02,Francisco Lindor,596019,687792,0,6,34.44,63.21
2024-08-10,Giancarlo Stanton,519317,642520,2,8,120.6,16.37
2024-08-29,Andrew Benintendi,643217,489446,1,9,233.33,84.09
2024-08-29,Masyn Winn,691026,673513,1,6,18.42,86.42
2024-05-12,Brent Rooker,667670,675989,2,8,13.35,75.03
2024-05-26,Max Schuemann,680474,669854,0,6,51.22,53.76
2024-09-17,Shea Langeliers,669127,696136,1,1,101.78,35.86
2024-05-16,Edward Olivares,658668,657006,2,1,68.14,56.38
2024-09-21,Billy Cook,695257,641427,0,9,78.04,33.92
2024-07-14,Brent Rooker,667670,675650,0,6,107.64,16.67
2024-07-08,Joshua Palacios,641943,605288,2,6,229.02,87.18
2024-06-22,Paul Goldschmidt,502671,663855,1,1,95.42,34.93
2024-05-08,Juan Soto,665742,681293,0,1,83.17,25.76
2024-08-20,Aaron Judge,592450,571510,1,1,164.27,54.06
2024-04-09,Randal Grichuk,545341,615698,0,2,31.99,80.71
2024-09-15,Jason Heyward,518792,702674,0,3,173.62,39.8
2024-05-19,Christian Bethancourt,542194,518617,0,7,220.33,85.12
2024-06-08,Bobby Dalbec,666915,680897,0,5,221.19,87.95
2024-07-31,Mark Vientos,668901,641154,0,2,228.59,92.41
2024-07-06,Alex Verdugo,657077,670174,1,3,141.36,28.85
2024-09-14,Leody Taveras,665750,669302,0,3,232.91,77.58
2024-06-20,Lane Thomas,657041,669194,2,3,76.24,40.22
2024-10-08,Jesse Winker,608385,605400,2,4,246.22,88.98
2024-10-01,Fernando Tatis Jr.,665487,700363,0,1,41.36,53.18
2024-06-30,Zach Neto,687263,571946,2,9,16.95,70.09
2024-07-06,Oneil Cruz,665833,656849,2,4,,
2024-08-05,Corey Seager,608369,519151,2,8,190.52,55.1
2024-05-08,David Fry,681807,605177,1,9,222.95,104.22
2024-04-24,Nick Senzel,669222,689017,2,2,83.95,41.88
2024-05-24,Will Smith,669257,668933,1,5,196.55,67.69
2024-04-20,Jackson Chourio,694192,571945,0,4,207.77,73.56
2024-07-22,Hunter Renfroe,592669,612434,0,5,56.39,50.99
2024-10-05,Gleyber Torres,650402,608379,0,3,208.48,89.57
2024-07-06,James Wood,695578,458681,2,2,35.75,72.48
2024-09-03,Joey Gallo,608336,676974,1,4,143.86,31.99
2024-06-25,Ketel Marte,606466,657746,0,1,231.11,86.22
2024-07-09,Jake Cronenworth,630105,669302,1,7,239.02,79.09
2024-08-29,Lawrence Butler,671732,687924,1,4,111.04,35.05
2024-06-13,Paul Goldschmidt,502671,656605,2,3,161.12,39.63
2024-08-16,Miguel Amaya,665804,684320,0,5,94.97,29.25
2024-04-29,Jazz Chisholm Jr.,665862,663623,2,6,148.35,32.9
2024-04-13,Thairo Estrada,642731,606965,2,7,27.8,67.82
2024-07-26,J.D. Martinez,502110,450203,0,3,203.35,72.67
2024-04-30,Austin Wells,669224,665152,0,3,155.53,34.31
2024-07-21,Tyler Fitzgerald,666149,663372,0,3,128.2,23.25
2024-09-23,Matt Chapman,656305,593958,2,3,91.68,34.44
2024-06-26,Cal Raleigh,663728,542888,2,6,230.32,62.66
2024-08-28,Spencer Torkelson,679529,656288,1,2,57.6,48.55
2024-05-14,Logan O'Hoppe,681351,543243,1,4,88.12,37.73
2024-09-06,Manny Machado,592518,681810,0,8,44.98,49.16
2024-05-25,Nelson Velázquez,676369,650644,1,2,69.75,45.92
2024-07-14,Tomás Nido,621512,571945,1,5,223,86.39
2024-06-22,Bo Naylor,666310,621244,1,2,153.34,24.95
2024-06-22,Jackson Merrill,701538,692230,1,4,132.72,20.91
2024-05-17,Aaron Judge,592450,605182,2,1,,
2024-04-24,Kevin Pillar,607680,657746,0,3,29.54,79.04
2024-08-02,Shohei Ohtani,660271,621053,2,9,224.74,67.16
2024-06-08,J.P. Crawford,641487,679525,0,1,196.77,51.71
2024-08-31,Eloy Jiménez,650391,663372,0,5,144.92,21.48
2024-09-08,Jorge Polanco,593871,571927,1,5,100.4,31.42
2024-08-16,David Hamilton,666152,518886,1,7,215.13,93.74
2024-04-10,Elly De La Cruz,682829,669060,0,5,47.88,66.93
2024-08-26,Austin Wells,669224,663432,0,6,214.72,62.31
2024-08-10,Teoscar Hernández,606192,694973,2,5,159.94,29.32
2024-06-20,Aaron Judge,592450,608344,2,3,186.82,59.53
2024-06-14,Andrew McCutchen,457705,663372,1,6,135.2,17.48
2024-04-17,CJ Abrams,682928,689017,0,1,168.59,46.55
2024-07-07,Rafael Devers,646240,543859,1,9,154.11,30.12
2024-05-26,Bobby Witt Jr.,677951,542888,0,6,37.15,76.52
2024-06-29,Anthony Santander,623993,547179,0,2,200.26,36.3
2024-04-22,Kody Clemens,665019,668984,0,9,204.84,61.63
2024-07-02,Elly De La Cruz,682829,657571,0,5,91.41,30.4
2024-09-08,Matt Chapman,656305,605397,1,4,78.12,36.38
2024-08-16,Dylan Carlson,666185,669194,0,5,209.87,70.09
2024-08-30,Sean Murphy,669221,624133,0,3,33,65.82
2024-05-31,Paul DeJong,657557,668964,0,3,102.83,31.73
2024-08-04,Tyler Fitzgerald,666149,518585,1,8,71.46,49.05
2024-06-12,José Caballero,676609,593576,1,9,83.11,38.55
2024-05-27,Trevor Larnach,663616,679525,2,5,183.29,29.39
2024-10-14,Giancarlo Stanton,519317,681870,2,7,70.6,29.54
2024-09-23,J.T. Realmuto,592663,668873,1,2,135.18,28.79
2024-09-22,Jonathan Aranda,666018,647315,2,6,190.17,43.19
2024-07-24,Ryan McMahon,641857,690544,0,4,46.6,63.59
2024-05-27,Willy Adames,642715,669713,1,8,109.64,22.21
2024-08-04,Luis García Jr.,671277,668964,2,1,137.77,32.41
2024-08-28,Dylan Crews,686611,607074,0,1,52.4,54.94
2024-08-09,Brenton Doyle,686668,656550,2,3,157.82,26.87
2024-05-24,José Ramírez,608070,663776,0,3,103.69,30.34
2024-07-23,Brent Rooker,667670,814005,2,1,45.21,62.03
2024-07-29,Cal Raleigh,663728,601713,1,6,227.54,64.92
2024-07-01,Charlie Blackmon,453568,669060,1,3,170.07,30.03
2024-07-09,Logan O'Hoppe,681351,453286,1,4,109.88,37.28
2024-04-17,Amed Rosario,642708,519326,2,8,52.51,55.35
2024-06-26,Willi Castro,650489,676714,2,5,14.59,64.86
2024-04-01,Riley Adams,656180,672710,1,7,68.37,35.59
2024-05-30,Jose Siri,642350,663687,0,2,40.28,47.49
2024-09-20,Sam Hilliard,656541,681911,2,6,175.02,52.49
2024-04-07,Matt Olson,621566,669194,0,2,222.25,63.71
2024-03-31,Taylor Ward,621493,669330,2,1,27.53,70.27
2024-03-30,Brenton Doyle,686668,686826,1,8,35.84,72.16
2024-04-25,William Contreras,661388,656605,1,1,64.95,27.55
2024-05-08,Kyle Tucker,663656,607074,1,1,199.04,56.71
2024-07-26,Bryan De La Cruz,650559,642547,1,1,11.46,86.67
2024-06-07,Ryan Bliss,669208,663738,2,1,44.36,48.52
2024-10-30,Jazz Chisholm Jr.,665862,656427,1,1,207.47,62.49
2024-10-28,Freddie Freeman,518692,657376,1,1,220.51,90.48
2024-09-13,Gio Urshela,570482,689017,0,2,65.18,41.79
2024-09-14,Gavin Sheets,657757,669372,0,3,227.05,94.8
2024-07-06,Shea Langeliers,669127,622253,2,3,18.27,69.55
2024-04-02,Garrett Cooper,643265,683627,1,6,175.43,44.65
2024-09-06,Yordan Alvarez,670541,694297,0,5,215.68,60.15
2024-04-30,Juan Soto,665742,665152,1,6,218.76,42.61
2024-08-19,Paul DeJong,657557,608334,1,4,46.57,64.38
2024-08-01,Michael Toglia,669911,608334,1,2,164.62,47.13
2024-08-18,Carlos Santana,467793,489446,0,9,210.06,63.84
2024-06-27,Willie Calhoun,641432,656427,2,4,171.23,37.43
2024-07-30,Michael Massey,686681,686563,2,3,161.2,39.56
2024-05-14,Alex Bregman,608324,676664,0,2,37.78,77.85
2024-08-12,Shohei Ohtani,660271,642547,0,5,71.9,36.02
2024-04-30,Brendan Donovan,680977,666159,0,5,220.48,79.15
2024-04-09,Pete Alonso,624413,554431,2,8,90.93,35.58
2024-07-06,Rhys Hoskins,656555,572020,2,4,36.58,71.58
2024-05-24,Ronald Acuña Jr.,660670,663559,1,8,162.11,42.74
2024-08-03,Josh Lowe,666139,605463,2,7,55.7,87.2
2024-07-12,Jonathan India,663697,630023,0,1,139.92,35.02
2024-06-22,Jordan Westburg,676059,669854,1,2,60.06,60.04
2024-08-09,Yainer Diaz,673237,592155,0,9,63.75,27.97
2024-08-06,Christian Vázquez,543877,592767,1,8,15.01,90.39
2024-06-12,Jose Trevino,624431,663738,2,1,24.06,67.53
2024-09-23,Michael Conforto,624424,593958,1,5,174.43,31.57
2024-09-28,Wyatt Langford,694671,519326,0,6,57.33,45.39
2024-08-27,Pete Alonso,624413,694297,0,2,192.67,59.13
2024-08-12,Yainer Diaz,673237,671737,2,3,65.8,45.07
2024-04-29,Brandon Nimmo,607043,592791,0,1,204.29,58.21
2024-06-25,Harrison Bader,664056,543037,1,2,15.74,68.75
2024-04-14,Manny Machado,592518,572020,0,4,95.17,32.6
2024-08-31,Freddie Freeman,518692,518876,0,1,182.29,30.66
2024-09-13,Kyle Isbel,664728,682847,1,4,201.14,64.12
2024-06-05,Nolan Arenado,571448,669854,1,6,44.14,63.25
2024-08-13,Ramón Laureano,657656,690986,1,2,215.08,81.04
2024-05-30,Riley Greene,682985,455119,1,8,61.19,72.13
2024-04-07,Giancarlo Stanton,519317,670102,2,3,32.99,57.48
2024-08-03,Jake Burger,669394,656550,2,3,106.07,34.64
2024-06-18,Mark Vientos,668901,547179,2,2,31.72,61.83
2024-07-26,Seth Brown,664913,608334,2,2,207.53,56.27
2024-08-12,Brendan Rodgers,663898,694297,1,6,107.28,28.54
2024-08-14,Gavin Sheets,657757,701542,0,2,48.36,73.99
2024-06-14,TJ Friedl,670770,642547,1,3,222.11,75.54
2024-06-10,Fernando Tatis Jr.,665487,683155,0,5,201.7,69.41
2024-04-03,Shohei Ohtani,660271,573124,2,7,173.7,31.3
2024-08-31,Willy Adames,642715,571656,2,3,162.36,41.78
2024-08-01,David Fry,681807,669432,2,3,76.64,41.67
2024-07-23,Jhonkensy Noel,678877,656412,0,4,19.71,82.92
2024-09-28,Tyler Soderstrom,691016,676106,0,6,20.51,92.37
2024-04-01,Jackson Merrill,701538,502043,2,3,40.08,76.41
2024-06-21,Willi Castro,650489,613534,1,7,235.27,95.55
2024-07-02,Aaron Judge,592450,594580,2,7,32.53,75.78
2024-05-29,Christian Yelich,592885,684007,1,1,184.57,29.87
2024-06-14,Marcell Ozuna,542303,641793,0,1,201.84,64.4
2024-04-10,Bo Naylor,666310,607200,2,4,123.72,30.55
2024-08-14,Tyler Fitzgerald,666149,656550,0,1,44.84,87.26
2024-09-06,Michael Conforto,624424,650633,0,6,211.21,64.37
2024-09-19,Vladimir Guerrero Jr.,665489,642520,2,9,127.99,20.3
2024-08-10,Salvador Perez,521692,667463,1,7,187.6,51.41
2024-09-25,Fernando Tatis Jr.,665487,656427,2,5,61.42,28.69
2024-04-09,Ryan Jeffers,680777,681911,1,8,47.23,60.51
2024-07-13,Bryce Harper,547180,613534,0,7,33.79,76.56
2024-10-02,Cedric Mullins,656775,607625,0,5,201.65,56.51
2024-08-16,Jarren Duran,680776,518886,2,7,205.54,47.94
2024-06-18,Josh Smith,669701,622663,1,5,202.08,70.05
2024-06-01,Kyle Tucker,663656,657746,1,3,194.82,54.19
2024-05-02,Christopher Morel,666624,605288,2,5,22.62,78.76
2024-05-17,Joey Ortiz,687401,686613,2,4,216.54,84.05
2024-05-11,Matt Chapman,656305,666157,2,1,96.54,33.05
2024-06-11,Randal Grichuk,545341,660761,2,3,56.82,47.97
2024-09-21,Logan O'Hoppe,681351,669854,1,4,100.82,31.94
2024-07-27,Aaron Judge,592450,676710,0,1,61.46,35.92
2024-07-06,Adley Rutschman,668939,672552,0,7,25.87,88.8
2024-05-31,Colt Keith,690993,669711,2,8,201.94,62.72
2024-09-10,Zack Gelof,680869,681293,0,2,32.79,58.04
2024-08-25,Jonny DeLuca,676356,694813,0,7,69.94,56.12
2024-04-01,Jordan Westburg,676059,623433,1,9,197.1,67.69
2024-09-21,Mookie Betts,605141,615698,2,3,68.08,51.98
2024-05-05,Ceddanne Rafaela,678882,657746,1,5,61.14,60.36
2024-08-14,Francisco Lindor,596019,683155,0,3,197.27,54.99
2024-08-02,Miguel Vargas,678246,657746,2,3,58.26,60.97
2024-05-21,Dylan Moore,664238,657376,1,3,44,65.72
2024-04-17,Mike Trout,545361,641793,1,1,168.46,42.85
2024-04-25,Jose Miranda,669304,621051,2,8,54.43,63.52
2024-04-09,Dominic Canzone,686527,605135,2,7,50.62,55.8
2024-07-13,Colt Keith,690993,623465,2,9,198.23,70.91
2024-08-26,George Springer,543807,641745,1,5,230.39,99.84
2024-03-29,Matt Chapman,656305,605397,2,1,144.79,35.5
2024-09-19,Pete Alonso,624413,592836,2,1,195.37,57.7
2024-04-03,Yordan Alvarez,670541,605135,1,3,168.18,33.35
2024-09-18,Riley Greene,682985,679525,0,3,227,57.54
2024-06-07,Andrew Vaughn,683734,669711,0,6,157.12,39.62
2024-09-02,Willy Adames,642715,669467,2,1,43.7,73.44
2024-08-07,Andrew Benintendi,643217,683155,0,2,200.16,61.22
2024-04-23,Byron Buxton,621439,621051,0,9,14.89,96.5
2024-09-17,Jordan Walker,691023,663559,1,4,57.06,41.01
2024-05-27,Jeimer Candelario,600869,458681,2,1,221.89,77.34
2024-09-17,Matt Olson,621566,682227,1,1,213.26,76.93
2024-07-01,Brenton Doyle,686668,669060,2,2,121.5,18.7
2024-05-19,Rafael Devers,646240,681676,2,6,151.32,37.65
2024-08-21,Mark Vientos,668901,518886,1,7,152.24,33.38
2024-07-14,Pete Alonso,624413,608566,0,4,19.75,73.68
2024-07-05,Ozzie Albies,645277,605400,1,6,227.54,79.57
2024-05-19,Kyle Tucker,663656,600986,1,6,188.45,54.25
2024-07-10,Kyle Isbel,664728,552640,0,9,209.19,68.38
2024-08-06,Royce Lewis,668904,684007,1,4,52.14,71.33
2024-07-27,Nick Castellanos,592206,658648,0,6,207.3,82.43
2024-07-23,Jeff McNeil,643446,543859,1,6,166.31,45.17
2024-07-04,Ian Happ,664023,650911,0,4,54.16,62.44
2024-08-21,Mitch Haniger,571745,681911,0,9,139.8,28.91
2024-06-29,Jake Rogers,668670,656288,2,6,70.78,27.85
2024-04-15,Jose Miranda,669304,608344,0,2,71.8,40.76
2024-06-21,Ben Rortvedt,666163,641726,2,9,216.01,79
2024-08-30,Shohei Ohtani,660271,623149,2,8,51.57,64.27
2024-09-09,David Fry,681807,694363,1,3,129.48,31.75
2024-05-02,Gleyber Torres,650402,669211,0,6,98.7,32.26
2024-07-05,Seiya Suzuki,673548,656288,2,1,145.97,31.71
2024-08-24,Jose Altuve,514888,544150,0,1,29.23,64.19
2024-08-02,Luke Raley,670042,663969,1,2,220.48,37.88
2024-06-27,Vladimir Guerrero Jr.,665489,641360,2,6,61.64,63.52
2024-06-17,Heliot Ramos,671218,669713,0,7,197.9,61.66
2024-06-19,Bryan De La Cruz,650559,669461,0,1,101.62,27.15
2024-08-02,Victor Robles,645302,663969,0,1,27.9,56.24
2024-06-07,Anthony Santander,623993,650644,0,2,210.72,78
2024-09-19,Francisco Alvarez,682626,592836,0,4,7.55,74.69
2024-07-20,Oneil Cruz,665833,621381,2,8,110.85,27.84
2024-05-24,Spencer Steer,668715,572020,1,1,76.16,49.62
2024-05-14,Will Benson,666181,677944,1,5,186.09,54.14
2024-09-01,Kyle Manzardo,700932,656605,0,4,182.65,43.23
2024-08-09,Willy Adames,642715,686730,2,1,222.14,72.35
2024-08-23,Jeremy Peña,665161,700249,0,6,55.11,45.11
2024-08-18,Trea Turner,607208,663623,0,3,117.58,33.3
2024-06-30,Bryan De La Cruz,650559,624133,2,3,203.64,75.82
2024-04-03,Aaron Judge,592450,518876,1,4,186.56,50.39
2024-08-14,Gunnar Henderson,683002,687792,1,1,229.8,63.84
2024-05-31,Nelson Velázquez,676369,663568,0,9,132.37,26.96
2024-04-27,Ryan McMahon,641857,669854,1,1,160.08,27.86
2024-06-22,JJ Bleday,668709,641927,1,1,237.42,80.4
2024-06-27,Nolan Arenado,571448,671096,2,3,26.39,86.44
2024-08-27,Daulton Varsho,662139,445276,2,9,113.33,27.65
2024-08-26,Jarren Duran,680776,621244,1,8,120.32,28.41
2024-05-04,Luis Urías,649966,664285,0,5,125.85,28.94
2024-08-21,Jhonkensy Noel,678877,641835,0,8,189.72,63.69
2024-06-17,Zach Neto,687263,692230,2,4,65.56,46.76
2024-09-01,Bobby Witt Jr.,677951,593576,1,7,14.18,88.68
2024-05-09,Anthony Volpe,683011,669854,0,3,225.38,102.07
2024-08-30,Julio Rodríguez,677594,691951,1,4,84.33,20.76
2024-10-06,Fernando Tatis Jr.,665487,656427,1,1,25.69,77.58
2024-07-29,Orlando Arcia,606115,607067,1,5,96.35,31.36
2024-06-24,Austin Riley,663586,458681,0,5,108.92,29.34
2024-06-01,Bryan Reynolds,668804,663893,2,9,146.73,26.4
2024-08-19,Masataka Yoshida,807799,605463,2,6,40.41,89.27
2024-04-09,Alex Kirilloff,666135,641401,0,9,203.71,65.27
2024-08-23,Joey Ortiz,687401,676664,0,2,96.41,37.12
2024-04-28,Anthony Rizzo,519203,676083,2,8,161.88,44.98
2024-05-04,Ramón Laureano,657656,672282,0,4,38.61,68.3
2024-05-19,Ha-Seong Kim,673490,678061,1,7,52.3,57.68
2024-04-25,Jose Trevino,624431,622072,2,2,224.35,89.47
2024-06-02,Zack Gelof,680869,669276,0,7,80.15,28.28
2024-07-09,Michael Busch,683737,665152,1,1,220.37,73.86
2024-06-26,George Springer,543807,601713,1,7,36.89,55.55
2024-08-29,JJ Bleday,668709,687924,2,4,213.3,58.46
2024-09-04,Kyle Schwarber,656941,670102,0,1,213.28,54.15
2024-08-14,David Peralta,444482,656605,1,3,201.94,62.23
2024-06-30,Nico Hoerner,663538,642547,0,1,46.81,65.29
2024-06-09,Fernando Tatis Jr.,665487,543518,1,1,120.87,33.34
2024-05-08,Aaron Judge,592450,681293,0,3,184.69,46.18
2024-05-04,Max Muncy,571970,554431,0,7,173.55,42.75
2024-08-02,Corey Seager,608369,676710,1,1,196.75,66.67
2024-09-17,Josh Lowe,666139,601713,0,5,67.64,53.64
2024-07-23,Steven Kwan,680757,656412,0,3,219.42,82.06
2024-06-16,Jacob Young,696285,666200,0,5,48.69,55.04
2024-09-05,Bryson Stott,681082,670124,1,6,213.13,62.36
2024-08-30,Ben Gamel,592325,607625,0,3,54.8,74.19
2024-09-22,Cedric Mullins,656775,680744,1,5,206.42,59.78
2024-08-30,Will Smith,669257,623149,2,7,54.17,53.23
2024-05-05,Josh Naylor,647304,519043,2,8,178.6,48.94
2024-05-17,Maikel Garcia,672580,656232,2,6,46.45,58.57
2024-06-14,Will Brennan,686823,592332,2,4,36.87,89.32
2024-07-27,Kyle Schwarber,656941,680704,2,4,156.98,31.58
2024-08-27,Ryan O'Hearn,656811,656427,1,2,188.97,60.43
2024-04-13,Jordan Westburg,676059,669084,2,1,163.72,41.82
2024-07-06,Jo Adell,666176,592767,1,5,64.17,35.61
2024-06-30,Matt Chapman,656305,572020,1,4,21.32,96.9
2024-06-08,Enrique Hernández,571771,641482,1,5,210.79,87.44
2024-08-15,Alec Bohm,664761,680730,1,1,26.16,69.2
2024-03-29,José Ramírez,608070,548389,1,1,222.3,80.37
2024-06-25,José Ramírez,608070,608344,2,4,99.93,35.38
2024-05-15,Mike Tauchman,643565,450203,0,1,29.65,91.25
2024-09-04,Kody Clemens,665019,670102,1,2,201.78,74.71
2024-06-20,Ryan McMahon,641857,681911,0,8,182.16,19.82
2024-09-09,Tyler O'Neill,641933,700249,1,3,63.29,62.69
2024-08-13,Christian Vázquez,543877,607625,1,4,137.37,30.74
2024-08-30,Andrés Giménez,665926,669387,1,5,235.93,92.73
2024-09-02,Gunnar Henderson,683002,623167,0,1,168.42,44.18
2024-08-02,Justyn-Henry Malloy,669234,666142,2,1,38.7,60.58
2024-08-26,Gleyber Torres,650402,680730,0,1,24.85,89.92
2024-05-30,Logan O'Hoppe,681351,607074,1,2,16.13,75.56
2024-04-03,Yordan Alvarez,670541,641835,0,6,164.88,23.16
2024-08-11,David Fry,681807,573204,1,6,67.13,45.81
2024-05-13,Luke Raley,670042,663903,1,2,133.1,23.99
2024-04-03,Seiya Suzuki,673548,656222,0,5,65.06,53.3
2024-04-05,Mark Canha,592192,676664,2,6,18.32,69.29
2024-04-17,Mitch Garver,641598,671096,2,6,30.28,70.97
2024-04-26,Tyler O'Neill,641933,684007,1,4,114.04,36.4
2024-08-18,Jerar Encarnacion,666464,666204,0,10,154.03,40.35
2024-08-13,Will Smith,669257,607067,2,2,4.1,82.78
2024-08-03,J.D. Martinez,502110,519326,1,7,107.1,30.68
2024-07-03,Noelvi Marte,682622,607074,1,2,2.81,94.43
2024-06-25,Tyler O'Neill,641933,592332,0,6,8.83,58.52
2024-06-04,Ryan Mountcastle,663624,670102,1,5,103.83,20.73
2024-07-06,Ben Rice,700250,502624,1,7,180.65,44.1
2024-05-08,Michael Conforto,624424,663567,0,2,215.27,69.78
2024-09-29,Trent Grisham,663757,663559,0,1,181.11,50.98
2024-04-13,Edouard Julien,666397,666159,1,3,66.17,48.45
2024-09-24,Lane Thomas,657041,686730,2,1,21.02,91.06
2024-07-05,Josh Naylor,647304,702352,0,4,130.63,26.43
2024-06-27,Byron Buxton,621439,543518,1,4,102.66,15.42
2024-09-10,Parker Meadows,678009,687134,0,1,222.2,83.52
2024-07-03,Rowdy Tellez,642133,606149,0,7,26.27,103.91
2024-05-23,Joey Bart,663698,696131,2,4,121.72,23.13
2024-04-23,Brendan Rodgers,663898,650633,0,4,56.72,42.67
2024-04-22,Mark Canha,592192,641793,1,1,45.77,40.76
2024-07-30,Brayan Rocchio,677587,666214,2,9,75.9,45.46
2024-05-21,Hunter Renfroe,592669,666214,1,7,47.37,57.69
2024-04-20,Jung Hoo Lee,808982,668678,0,1,221.18,86.17
2024-05-24,Jonathan India,663697,681911,2,5,20.17,93.38
2024-07-04,Jonny DeLuca,676356,679525,0,2,12.04,92.5
2024-09-07,Harrison Bader,664056,594580,0,6,174.4,48.91
2024-04-05,Triston Casas,671213,656288,0,2,91.82,42.06
2024-06-28,Luis Matos,682641,689017,1,5,89.54,37.06
2024-06-23,Vladimir Guerrero Jr.,665489,663474,1,1,79.97,28.39
2024-04-22,James McCann,543510,672282,2,2,11.7,96.43
2024-06-23,Byron Buxton,621439,663687,1,2,36.96,47.76
2024-08-04,Masyn Winn,691026,657006,1,3,164.04,41.08
2024-07-02,Joc Pederson,592626,623465,1,9,229.74,83.89
2024-09-22,Korey Lee,686676,506433,1,3,43.45,73.59
2024-08-12,Mickey Moniak,666160,670102,1,3,211.75,63.52
2024-08-14,Jonah Bride,681146,663969,1,1,42.19,66.36
2024-07-22,Ian Happ,664023,668964,0,6,195.69,63.41
2024-04-13,Oswaldo Cabrera,665828,680704,0,6,201.29,78.36
2024-05-22,Jeimer Candelario,600869,650633,2,1,167.43,48.04
2024-09-18,Mike Yastrzemski,573262,665152,0,1,190.65,51.63
2024-04-17,Josh Rojas,668942,608371,0,7,228.19,93.03
2024-09-11,Anthony Santander,623993,686580,2,8,220.89,62.75
2024-04-08,Bryan Reynolds,668804,663947,0,6,50.44,50.09
2024-07-29,Wenceel Pérez,672761,683769,0,9,189.64,54.57
2024-04-12,William Contreras,661388,669169,1,6,195.02,54.22
2024-07-06,Mitch Haniger,571745,670950,0,8,78.91,41.27
2024-06-13,Luis Robert Jr.,673357,676106,2,3,102.07,33.6
2024-04-26,Mitch Garver,641598,668678,2,2,20.3,96.14
2024-08-02,CJ Abrams,682928,593423,1,3,156.17,41.85
2024-09-16,Jackson Merrill,701538,681293,0,4,126.78,31.93
2024-04-16,Triston Casas,671213,595881,0,6,230.59,74.02
2024-05-03,Dylan Moore,664238,669854,0,5,55.44,69.5
2024-09-18,Trevor Story,596115,686752,0,6,52.84,56.95
2024-08-04,Mike Tauchman,643565,667463,0,6,50.51,71.27
