game_date,player_name,batter,pitcher,outs_when_up,inning,hc_x,hc_y,launch_angle,launch_speed,home_team,game_pk
2024-03-21,Mookie Betts,605141,650633,1,5,52.83,61.78,29,101.5,LAD,746175
2024-03-21,Manny Machado,592518,656420,0,9,48.98,54.68,25,107.7,LAD,746175
2024-03-28,Yandy Díaz,650490,621244,0,1,23.89,96.78,19,107.2,TB,745116
2024-03-28,Maikel Garcia,672580,641154,0,1,38.09,63.26,30,99.2,KC,746335
2024-03-28,Lourdes Gurriel Jr.,666971,607536,1,1,21.01,75.46,33,106.2,AZ,747224
2024-03-28,Royce Lewis,668904,666142,2,1,47.18,46.5,30,104.2,KC,746335
2024-03-28,Mike Trout,545361,669203,2,1,89.49,40.39,37,102.5,BAL,747060
2024-03-28,Jake Meyers,676694,641482,0,2,17.54,69.23,28,110,HOU,746418
2024-03-28,Nick Martini,605361,680686,1,2,208.83,57.1,29,104.9,CIN,746737
2024-03-28,Mookie Betts,605141,571945,0,3,30.62,64.08,28,104.6,LAD,746165
2024-03-28,Freddie Freeman,518692,571945,0,3,148.1,35.18,33,101.7,LAD,746165
2024-03-28,Bryan Reynolds,668804,666200,1,3,65.98,44.08,24,107.5,MIA,746089
2024-03-28,Nick Martini,605361,680686,1,3,179.85,47.65,23,100.8,CIN,746737
2024-03-28,Rafael Devers,646240,622491,2,3,77.49,44.55,27,104.4,SEA,745283
2024-03-28,Paul Goldschmidt,502671,607192,0,4,42.1,59.49,28,101.8,LAD,746165
2024-03-28,George Springer,543807,621107,0,4,59.43,55.1,26,100.3,TB,745116
2024-03-28,Mitch Haniger,571745,678394,2,4,205.43,71.02,26,102.1,SEA,745283
2024-03-28,Anthony Santander,623993,660761,2,4,39.64,46.36,26,107.1,BAL,747060
2024-03-28,Oswaldo Cabrera,665828,606160,1,6,203.35,65.37,25,99.6,HOU,746418
2024-03-28,Cavan Biggio,624415,621107,1,6,208.26,75.84,25,99.6,TB,745116
2024-03-28,Adolis García,666969,622075,1,6,30.02,64.12,31,104.5,TEX,745039
2024-03-28,Vladimir Guerrero Jr.,665489,621107,2,6,109.55,17.44,29,111.8,TB,745116
2024-03-28,Cedric Mullins,656775,542585,0,7,137.83,36.75,26,103.1,BAL,747060
2024-03-28,Edward Olivares,658668,677053,0,7,86.24,36.44,26,102.4,MIA,746089
2024-03-28,Dylan Moore,664238,570257,0,7,158.73,36.99,29,104,SEA,745283
2024-03-28,Eddie Rosario,592696,641941,2,7,207.92,64.31,35,101.3,CIN,746737
2024-03-28,Oneil Cruz,665833,664350,0,8,48.04,64.23,23,105.5,MIA,746089
2024-03-28,Tyler O'Neill,641933,675989,0,8,176.75,47.84,28,104.3,SEA,745283
2024-03-28,Travis Jankowski,608671,640470,0,9,211.09,62.42,26,99,TEX,745039
2024-03-28,Michael Conforto,624424,663158,2,9,183.42,38.88,29,105.9,SD,745445
2024-03-29,Mookie Betts,605141,668868,0,1,32.07,70.48,31,100,LAD,746167
2024-03-29,José Ramírez,608070,548389,1,1,222.3,80.37,25,93.2,OAK,745682
2024-03-29,Christian Walker,572233,615698,2,1,42.42,54.76,19,111.7,AZ,747223
2024-03-29,Matt Chapman,656305,605397,2,1,144.79,35.5,25,104.2,SD,745435
2024-03-29,Lourdes Gurriel Jr.,666971,615698,2,1,17.09,86.13,39,103,AZ,747223
2024-03-29,Starling Marte,516782,642547,1,2,70.81,55.34,18,109.2,NYM,745848
2024-03-29,Teoscar Hernández,606192,668868,1,2,224.67,82.68,27,100.3,LAD,746167
2024-03-29,Elias Díaz,553869,518876,1,2,63.59,44.7,25,104.4,AZ,747223
2024-03-29,Brandon Lowe,664040,605135,0,3,177.44,26.26,23,111,TB,745117
2024-03-29,George Springer,543807,650644,2,3,23.84,92.97,25,100.1,TB,745117
2024-03-29,J.D. Davis,605204,671106,0,4,159.72,36.59,27,104.9,OAK,745682
2024-03-29,Christian Yelich,592885,500779,0,4,190.06,55.06,19,108.7,NYM,745848
2024-03-29,Manny Machado,592518,690986,1,4,40.06,62.05,27,104.1,SD,745435
2024-03-29,Teoscar Hernández,606192,668868,1,4,57.26,66.04,34,96.7,LAD,746167
2024-03-29,Brandon Marsh,669016,675911,1,5,90.1,48.37,29,103.9,PHI,745604
2024-03-29,Alek Thomas,677950,656234,0,6,212.68,62.23,33,105.1,AZ,747223
2024-03-29,Fernando Tatis Jr.,665487,690986,0,6,22.1,52.51,25,114.9,SD,745435
2024-03-29,J.D. Davis,605204,671106,0,6,133.11,31.58,34,100.6,OAK,745682
2024-03-29,J.P. Crawford,641487,601713,1,6,232.98,86.87,29,105.5,SEA,745276
2024-03-29,Miguel Rojas,500743,606149,1,7,23.37,89.4,19,104.9,LAD,746167
2024-03-29,Fernando Tatis Jr.,665487,643511,1,8,24.24,93.97,18,109.6,SD,745435
2024-03-29,Matt Chapman,656305,658648,1,9,3.51,76.81,26,111.7,SD,745435
2024-03-29,Giancarlo Stanton,519317,656232,1,9,76.65,36.77,21,109.7,HOU,746412
2024-03-30,Gunnar Henderson,683002,656288,0,1,154.79,31.91,29,106.6,BAL,747063
2024-03-30,Ozzie Albies,645277,605400,0,1,179.05,50.01,29,97.3,PHI,745599
2024-03-30,Luis Robert Jr.,673357,628317,1,1,71.4,45.14,23,111.9,CWS,746818
2024-03-30,Dansby Swanson,621020,674003,0,2,66.08,53.5,22,107.7,TEX,745037
2024-03-30,Jared Walsh,665120,543294,0,2,197.94,40.38,31,106.9,TEX,745037
2024-03-30,Francisco Alvarez,682626,669084,0,2,43.3,59.23,21,109.7,NYM,745850
2024-03-30,Braden Shewmake,669699,628317,1,2,210.48,72.74,28,100.4,CWS,746818
2024-03-30,Ezequiel Tovar,678662,674072,2,2,60.88,49.59,27,103.7,AZ,747221
2024-03-30,Matt Olson,621566,605400,0,3,212.43,93.56,47,102.3,PHI,745599
2024-03-30,J.T. Realmuto,592663,445926,1,3,44.74,59.68,32,101.3,PHI,745599
2024-03-30,Adolis García,666969,543294,1,3,188.85,61.74,31,100.8,TEX,745037
2024-03-30,Rhys Hoskins,656555,622663,1,3,15.87,85.6,28,107.4,NYM,745850
2024-03-30,Luis Robert Jr.,673357,628317,1,3,56.39,44.74,30,104.8,CWS,746818
2024-03-30,Eugenio Suárez,553993,596295,0,4,63.43,48.84,28,100,AZ,747221
2024-03-30,Taylor Ward,621493,680570,1,4,102.05,31.32,24,105.6,BAL,747063
2024-03-30,Jeimer Candelario,600869,571578,2,4,36.88,73.67,32,97.6,CIN,746736
2024-03-30,Randy Arozarena,668227,579328,1,5,228.2,90.79,29,103.7,TB,745119
2024-03-30,Luke Maile,571912,571578,1,5,175.81,56.5,31,96,CIN,746736
2024-03-30,Mark Canha,592192,647336,2,5,27.26,81.04,21,106.5,CWS,746818
2024-03-30,Lourdes Gurriel Jr.,666971,596295,2,5,45.99,51.4,32,103.6,AZ,747221
2024-03-30,Anthony Santander,623993,670871,0,6,196.72,72.09,32,98,BAL,747063
2024-03-30,Marcell Ozuna,542303,622554,2,6,66.97,58.52,32,97.8,PHI,745599
2024-03-30,Oswaldo Cabrera,665828,650556,0,7,213.66,91.99,32,90.3,HOU,746410
2024-03-30,Riley Greene,682985,608678,0,7,91.26,42.78,31,104.5,CWS,746818
2024-03-30,Steven Kwan,680757,547184,2,7,206.28,46.71,29,102.5,OAK,745684
2024-03-30,Juan Soto,665742,650556,2,7,35.92,98.86,24,102,HOU,746410
2024-03-30,Keibert Ruiz,660688,608371,1,8,238.11,93.29,37,106.8,CIN,746736
2024-03-30,Brenton Doyle,686668,686826,1,8,35.84,72.16,23,101.1,AZ,747221
2024-03-30,Brett Baty,683146,571948,1,8,185.68,37.57,29,108.2,NYM,745850
2024-03-30,Michael Conforto,624424,676680,1,8,204.4,66.55,23,105.1,SD,745436
2024-03-30,Jung Hoo Lee,808982,676680,1,8,193.37,49.05,32,104.4,SD,745436
2024-03-30,Anthony Volpe,683011,519151,2,8,63.31,60.92,32,96.9,HOU,746410
2024-03-30,Josh Jung,673962,676962,2,8,56.46,40.49,29,104.9,TEX,745037
2024-03-30,Eguy Rosario,666703,669062,0,9,44.21,81,23,103.1,SD,745436
2024-03-30,Michael Harris II,671739,641401,0,9,188.36,61.31,41,105,PHI,745599
2024-03-30,Pete Alonso,624413,682842,1,9,54.11,50.84,18,113.8,NYM,745850
2024-03-30,Mookie Betts,605141,664854,1,9,73.78,42.23,29,100.1,LAD,746168
2024-03-30,Graham Pauley,688363,666808,1,9,232.12,98.35,34,96.5,SD,745436
2024-03-31,Kyle Schwarber,656941,519242,0,1,214.22,71.35,19,114.4,PHI,745602
2024-03-31,Jazz Chisholm Jr.,665862,663559,0,1,193.03,40.65,26,104.9,MIA,746090
2024-03-31,Ozzie Albies,645277,624133,0,1,29.26,86.83,34,96.3,PHI,745602
2024-03-31,Christopher Morel,666624,592351,1,1,51.26,53.82,23,107.4,TEX,745035
2024-03-31,Salvador Perez,521692,641927,1,1,39.55,61.13,31,98.7,KC,746332
2024-03-31,Christian Walker,572233,663372,1,1,75.03,38.49,25,103.9,AZ,747222
2024-03-31,Randy Arozarena,668227,592332,2,1,198.45,61.38,25,107.1,TB,745115
2024-03-31,Taylor Ward,621493,669330,2,1,27.53,70.27,25,107.6,BAL,747062
2024-03-31,Luis Campusano,669134,641726,2,1,219.72,103.89,37,96.4,SD,745438
2024-03-31,Maikel Garcia,672580,641927,0,2,57.82,41.78,28,103.8,KC,746332
2024-03-31,Kyle Isbel,664728,641927,0,2,212.41,60.27,24,105.5,KC,746332
2024-03-31,Tyler O'Neill,641933,682243,1,2,22.34,93.27,36,103.4,SEA,745279
2024-03-31,Ha-Seong Kim,673490,641726,2,2,22.4,97.54,31,98.8,SD,745438
2024-03-31,Korey Lee,686676,656427,0,3,80.26,45.43,26,107.9,CWS,746815
2024-03-31,Bobby Witt Jr.,677951,681892,1,3,109.58,24.08,30,109.8,KC,746332
2024-03-31,CJ Abrams,682928,607259,1,3,197.16,39.97,25,107.1,CIN,746739
2024-03-31,Jose Altuve,514888,657376,2,3,47.36,85.57,44,99.7,HOU,746413
2024-03-31,Thairo Estrada,642731,650633,0,4,61.39,46.49,28,105.3,SD,745438
2024-03-31,Avisaíl García,541645,663559,0,4,165.71,33.16,23,106.9,MIA,746090
2024-03-31,Kerry Carpenter,681481,607200,0,4,211.94,64.89,32,105,CWS,746815
2024-03-31,Enmanuel Valdez,665839,682243,2,4,229.91,86.56,38,105,SEA,745279
2024-03-31,Justin Turner,457759,641302,0,5,46.42,57.53,26,103.6,TB,745115
2024-03-31,Jake Rogers,668670,607200,0,5,36.81,89.7,25,102.5,CWS,746815
2024-03-31,Davis Schneider,676914,641302,2,5,30.49,83.52,24,102.8,TB,745115
2024-03-31,Nelson Velázquez,676369,663485,1,6,18.86,82.72,23,108.1,KC,746332
2024-03-31,Trey Lipscomb,702358,571656,0,7,167.36,49.61,25,102.4,CIN,746739
2024-03-31,Paul DeJong,657557,605177,1,7,207.02,80.19,25,102.9,CWS,746815
2024-03-31,Rowdy Tellez,642133,661269,2,7,100.35,28.71,29,106.6,MIA,746090
2024-03-31,Max Muncy,571970,667463,1,8,208.5,49.8,31,107,LAD,746166
2024-03-31,Teoscar Hernández,606192,669467,1,8,71.35,48.39,20,106.2,LAD,746166
2024-03-31,Nick Gordon,624503,670280,1,9,191.9,47.66,29,106.5,MIA,746090
2024-03-31,Isaac Paredes,670623,643338,2,9,30.87,90.12,28,95.7,TB,745115
2024-03-31,Christian Encarnacion-Strand,687952,640448,2,9,16.33,85.61,25,113.3,CIN,746739
2024-03-31,Will Benson,666181,640448,2,9,97.81,35,25,102.9,CIN,746739
2024-04-01,Kyle Tucker,663656,670102,1,1,56.89,65.85,27,98.8,HOU,746409
2024-04-01,Yainer Diaz,673237,670102,2,1,58.31,35.72,31,107.1,HOU,746409
2024-04-01,Josh Jung,673962,686752,2,1,37.5,69.28,35,102.3,TB,745109
2024-04-01,Willson Contreras,575929,663362,2,1,145.63,30.57,24,107.2,SD,745437
2024-04-01,Spencer Steer,668715,641401,0,10,71,54.14,26,104.4,PHI,745600
2024-04-01,Carson Kelly,608348,543859,2,10,19.7,79.59,32,106.1,NYM,745842
2024-04-01,Dominic Canzone,686527,663474,1,2,92.67,36.18,23,107.8,SEA,745277
2024-04-01,Jeremy Peña,665161,670102,1,2,45.67,61.32,33,102.2,HOU,746409
2024-04-01,Bobby Witt Jr.,677951,665152,2,3,106.09,21.98,26,110.8,BAL,747058
2024-04-01,Jackson Merrill,701538,502043,2,3,40.08,76.41,25,104.8,SD,745437
2024-04-01,Salvador Perez,521692,665152,2,3,142.45,30.52,25,107.9,BAL,747058
2024-04-01,Ryan Mountcastle,663624,608379,0,4,43.57,73.44,25,107.2,BAL,747058
2024-04-01,Mike Trout,545361,676974,1,4,33.4,59.31,27,104,MIA,746085
2024-04-01,Brendan Donovan,680977,666745,0,6,215.46,77.85,22,104.6,SD,745437
2024-04-01,Mike Trout,545361,666277,0,6,84.24,11.42,26,113.1,MIA,746085
2024-04-01,Nolan Schanuel,694384,666277,0,6,206.21,69.74,31,101.6,MIA,746085
2024-04-01,Tyler Freeman,671289,676106,1,6,154.84,43.46,26,102.1,SEA,745277
2024-04-01,Fernando Tatis Jr.,665487,502043,1,6,57.58,32.66,28,112.7,SD,745437
2024-04-01,Michael Conforto,624424,518489,1,6,238.11,89.96,37,102.3,LAD,746170
2024-04-01,Teoscar Hernández,606192,643511,1,6,45.65,43.46,28,107.4,LAD,746170
2024-04-01,Kyle Tucker,663656,650893,0,7,183.33,49.19,30,101.3,HOU,746409
2024-04-01,Yainer Diaz,673237,650893,1,7,214.33,89.54,33,96.6,HOU,746409
2024-04-01,Riley Adams,656180,672710,1,7,68.37,35.59,28,108.9,WSH,744875
2024-04-01,Jose Siri,642350,641540,1,7,50.72,61.5,22,105.3,TB,745109
2024-04-01,Richie Palacios,680700,641540,1,7,201.62,61.52,28,101.8,TB,745109
2024-04-01,Adolis García,666969,606965,0,8,35.35,50.65,24,110.1,TB,745109
2024-04-01,Josh Naylor,647304,662253,1,8,175.08,28.09,26,108.1,SEA,745277
2024-04-01,Austin Riley,663586,608678,2,8,174.45,50.38,25,103.1,CWS,746817
2024-04-01,Jordan Westburg,676059,623433,1,9,197.1,67.69,29,101.7,BAL,747058
2024-04-02,Seiya Suzuki,673548,607536,0,1,114.47,32,16,115,CHC,746898
2024-04-02,Bryce Harper,547180,668933,2,1,102,30.67,29,107.7,PHI,745598
2024-04-02,Shea Langeliers,669127,678394,2,2,70.49,53.14,31,102,OAK,745680
2024-04-02,Christian Yelich,592885,686973,0,3,113.9,28.41,28,104.3,MIL,746009
2024-04-02,Christopher Morel,666624,607536,0,3,42.77,69.73,37,104.7,CHC,746898
2024-04-02,Mookie Betts,605141,657277,1,3,80.68,40.76,22,100.2,LAD,746169
2024-04-02,JJ Bleday,668709,678394,2,3,168.38,39.06,28,105.7,OAK,745680
2024-04-02,Jose Altuve,514888,621244,0,4,42.52,74.02,34,105.3,HOU,746411
2024-04-02,Bryce Harper,547180,668933,0,4,219.94,83.11,19,103.3,PHI,745598
2024-04-02,Aaron Hicks,543305,666200,1,4,233.87,95.11,23,104.1,MIA,746086
2024-04-02,Bo Naylor,666310,622491,2,4,205.21,65.71,30,97.9,SEA,745273
2024-04-02,Isaac Paredes,670623,666720,2,5,47.99,117.45,33,96.8,TB,745111
2024-04-02,Jorge Soler,624585,642232,0,6,70.47,53.87,32,99.4,LAD,746169
2024-04-02,Garrett Cooper,643265,683627,1,6,175.43,44.65,23,108.3,CHC,746898
2024-04-02,Willson Contreras,575929,506433,2,6,172.42,30.89,26,106.7,SD,745439
2024-04-02,Paul DeJong,657557,621345,0,7,36.59,87.32,43,99.8,CWS,746814
2024-04-02,Christian Walker,572233,664776,1,7,29.19,56.29,31,108.1,AZ,747220
2024-04-02,Cody Bellinger,641355,683627,1,7,235.9,64.96,30,107.4,CHC,746898
2024-04-02,Bryce Harper,547180,608718,1,7,182.15,37.39,24,108.3,PHI,745598
2024-04-02,Marcell Ozuna,542303,676979,1,7,43.7,82.81,42,98.9,CWS,746814
2024-04-02,Michael Toglia,669911,621016,2,7,205.26,47.55,26,108.5,CHC,746898
2024-04-02,Brandon Marsh,669016,571656,0,8,36.46,85.75,32,98,PHI,745598
2024-04-02,Marcell Ozuna,542303,656629,1,9,57.8,49.05,25,103.2,CWS,746814
2024-04-02,Bryan De La Cruz,650559,472610,1,9,155.64,40.39,27,102.7,MIA,746086
2024-04-02,Davis Schneider,676914,623352,2,9,90.91,31.43,34,108.8,HOU,746411
2024-04-03,Alex Verdugo,657077,656464,0,10,224.77,72.37,31,104.9,AZ,747219
2024-04-03,Joey Gallo,608336,656605,0,2,213.22,39.44,34,109,WSH,744869
2024-04-03,Blaze Alexander,677942,607074,1,2,29.86,82.73,23,110.6,AZ,747219
2024-04-03,Yordan Alvarez,670541,605135,1,3,168.18,33.35,26,108.2,HOU,746407
2024-04-03,Patrick Bailey,672275,607192,1,3,200.43,58.41,31,99.9,LAD,746163
2024-04-03,Rhys Hoskins,656555,663978,0,4,12.13,82.64,28,107.4,MIL,746008
2024-04-03,Aaron Judge,592450,518876,1,4,186.56,50.39,32,108.9,AZ,747219
2024-04-03,Kyle Higashioka,543309,668868,1,4,25.77,69.26,27,103.9,SD,745440
2024-04-03,Miguel Rojas,500743,690986,2,4,30.11,76.69,23,101.5,LAD,746163
2024-04-03,Seiya Suzuki,673548,656222,0,5,65.06,53.3,22,105,CHC,746900
2024-04-03,Jackson Chourio,694192,650960,0,5,157.56,39.65,24,103.5,MIL,746008
2024-04-03,Ketel Marte,606466,607074,2,5,49.7,40.62,30,109.3,AZ,747219
2024-04-03,Yordan Alvarez,670541,641835,0,6,164.88,23.16,27,109.5,HOU,746407
2024-04-03,Kyle Schwarber,656941,593423,0,6,231.14,97.13,21,113,PHI,745603
2024-04-03,Corey Seager,608369,650644,0,6,229.25,103.58,31,95,TB,745114
2024-04-03,Jack Suwinski,669261,676395,1,6,220.51,65.88,21,109.1,WSH,744869
2024-04-03,Maikel Garcia,672580,657508,0,7,201.39,66.17,25,101.2,BAL,747059
2024-04-03,Jeremy Peña,665161,641149,0,7,93.54,74.42,24,103.4,HOU,746407
2024-04-03,Jose Altuve,514888,641149,1,7,23.99,77.28,27,105.4,HOU,746407
2024-04-03,Ryan Jeffers,680777,669060,2,7,59.73,62.06,39,103.2,MIL,746008
2024-04-03,Shohei Ohtani,660271,573124,2,7,173.7,31.3,24,105.6,LAD,746163
2024-04-03,Taylor Ward,621493,592288,0,8,144.93,34.21,31,102.4,MIA,746083
2024-04-03,Jorge Soler,624585,543339,2,8,99.02,17.82,32,112,LAD,746163
2024-04-04,Iván Herrera,671056,677960,0,2,48.98,49.72,33,107.2,STL,745200
2024-04-04,Jake Burger,669394,458681,0,4,59.18,49.86,32,107.1,STL,745200
2024-04-04,Nelson Velázquez,676369,647336,2,4,61.35,37.38,28,108.5,KC,746327
2024-04-04,Edouard Julien,666397,676440,0,5,47.64,72.46,38,102.7,MIN,745928
2024-04-04,Jake Burger,669394,458681,1,5,27.84,70.54,40,108.4,STL,745200
2024-04-04,Josh Bell,605137,458681,1,5,128.42,20.18,32,104.8,STL,745200
2024-04-04,Connor Joe,656582,571882,1,5,43.9,59.14,28,102.1,WSH,744870
2024-04-04,CJ Abrams,682928,527048,2,5,160.42,34.59,29,105.9,WSH,744870
2024-04-04,MJ Melendez,669004,608678,2,7,185.07,38.69,31,105.9,KC,746327
2024-04-04,Riley Greene,682985,493603,1,8,197.23,56.33,26,105.9,NYM,745844
2024-04-04,Pete Alonso,624413,656412,0,9,94.97,38.9,23,101.2,NYM,745843
2024-04-05,Ketel Marte,606466,675911,0,1,201.28,62.9,29,99.9,ATL,747143
2024-04-05,Spencer Steer,668715,500779,1,1,36.09,68.84,21,106.8,CIN,746733
2024-04-05,Triston Casas,671213,656288,0,2,91.82,42.06,30,104,LAA,746249
2024-04-05,Willy Adames,642715,669302,0,2,224.2,89.15,27,99.8,MIL,746007
2024-04-05,Tyler O'Neill,641933,656288,0,2,160.61,36.58,31,101.6,LAA,746249
2024-04-05,Gavin Sheets,657757,663903,0,2,229.82,78.5,34,106.1,KC,746328
2024-04-05,Dansby Swanson,621020,676272,1,2,100.37,44.14,34,106.5,CHC,746897
2024-04-05,Ryan O'Hearn,656811,683003,1,2,140.51,42.48,32,103.6,PIT,745524
2024-04-05,Reese McGuire,624512,656288,1,2,191.6,54.44,26,102.8,LAA,746249
2024-04-05,Adolis García,666969,686613,2,2,178.15,56.72,34,98.5,TEX,745033
2024-04-05,Gunnar Henderson,683002,683003,0,3,137.86,34.92,24,104.1,PIT,745524
2024-04-05,Michael Busch,683737,659275,1,3,212.65,75.96,34,109,CHC,746897
2024-04-05,Matt Olson,621566,674072,2,3,165.74,32.11,27,105.1,ATL,747143
2024-04-05,Matt Vierling,663837,676664,0,4,40.18,82.04,19,107.1,DET,746497
2024-04-05,Oliver Dunn,686554,669302,1,4,199.12,48.49,27,103.6,MIL,746007
2024-04-05,Shohei Ohtani,660271,543294,0,5,233.57,91.74,32,105.2,CHC,746897
2024-04-05,Oneil Cruz,665833,680570,1,5,211.38,72.27,33,98.5,PIT,745524
2024-04-05,Logan O'Hoppe,681351,670174,1,6,117.23,34.78,32,104.8,LAA,746249
2024-04-05,Marcus Semien,543760,656232,1,6,50.61,57.84,32,101.9,TEX,745033
2024-04-05,Christian Yelich,592885,669302,1,6,237.32,62.88,32,112.4,MIL,746007
2024-04-05,Mark Canha,592192,676664,2,6,18.32,69.29,29,107,DET,746497
2024-04-05,Ezequiel Tovar,678662,621363,2,6,58.03,42.76,41,106.5,COL,746576
2024-04-05,Brent Rooker,667670,669373,2,6,28.58,92.71,33,95.8,DET,746497
2024-04-05,Ernie Clement,676391,657571,0,7,36.76,59.89,27,104.9,NYY,745764
2024-04-05,Jared Triolo,669707,680570,0,7,105.65,34,27,104.5,PIT,745524
2024-04-05,Abraham Toro,647351,669373,1,7,29.27,70.2,31,102.8,DET,746497
2024-04-05,Cedric Mullins,656775,676702,0,8,199.97,111.41,24,102,PIT,745524
2024-04-05,Kris Bryant,592178,621097,0,8,,,29,105.5,COL,746576
2024-04-05,Jarren Duran,680776,667755,1,8,110.09,34.27,23,105.2,LAA,746249
2024-04-05,Jake Meyers,676694,666720,2,8,194.91,70.77,33,101.8,TEX,745033
2024-04-05,Jeff McNeil,643446,641941,2,8,214.67,70.23,24,100.4,CIN,746733
2024-04-05,Tyler O'Neill,641933,667755,1,9,37.4,71.59,22,104.7,LAA,746249
2024-04-05,Ryan McMahon,641857,592094,1,9,211.4,52.69,35,102.5,COL,746576
2024-04-06,Ketel Marte,606466,608331,0,1,72.22,19.47,21,114.4,ATL,747140
2024-04-06,Aaron Judge,592450,592332,1,1,67.62,37,29,109.7,NYY,745766
2024-04-06,Jurickson Profar,595777,676775,2,1,221.3,95.11,43,105.8,SF,745359
2024-04-06,Giancarlo Stanton,519317,592332,2,1,197.99,77.75,29,100,NYY,745766
2024-04-06,Brent Rooker,667670,628317,2,1,30.95,73.08,27,107.3,DET,746498
2024-04-06,Ryan McMahon,641857,641302,1,2,22.36,90.4,27,95.8,COL,746575
2024-04-06,Joey Bart,663698,669330,2,2,53.24,49.62,24,109,PIT,745522
2024-04-06,David Fry,681807,657746,2,2,47.26,45.81,34,101.5,MIN,745926
2024-04-06,Joey Gallo,608336,624133,2,3,177.57,38.94,33,104.1,WSH,744873
2024-04-06,J.T. Realmuto,592663,663623,2,3,78.08,48.74,22,105.8,WSH,744873
2024-04-06,Michael Toglia,669911,641302,1,4,31.49,65.01,35,107.4,COL,746575
2024-04-06,Anthony Rizzo,519203,669952,0,5,233.32,96.35,28,96.9,NYY,745766
2024-04-06,Marcell Ozuna,542303,694297,2,5,45.55,57.79,39,107,ATL,747140
2024-04-06,Brenton Doyle,686668,606965,1,6,233.92,99.72,37,98.3,COL,746575
2024-04-06,MJ Melendez,669004,623167,0,7,114.11,31.32,27,107.8,KC,746329
2024-04-06,Vladimir Guerrero Jr.,665489,596133,0,7,195.88,70.24,26,104.2,NYY,745766
2024-04-06,Spencer Steer,668715,670990,0,8,81.12,43.63,27,101.9,CIN,746731
2024-04-06,Jackson Chourio,694192,608723,0,8,44.08,60.13,29,101.3,MIL,746006
2024-04-06,Jorge Polanco,593871,669060,0,8,186.24,40.49,29,106.6,MIL,746006
2024-04-06,Isaac Paredes,670623,641755,2,8,22.36,93.48,30,96,COL,746575
2024-04-06,Luis Urías,649966,571948,0,9,61.37,57.23,22,106.5,MIL,746006
2024-04-07,Jazz Chisholm Jr.,665862,502043,1,1,186.1,43.09,32,105.4,STL,745198
2024-04-07,Nick Gordon,624503,502043,2,1,223.35,71.55,30,106.1,STL,745198
2024-04-07,Matt Olson,621566,669194,0,2,222.25,63.71,24,107.3,ATL,747141
2024-04-07,William Contreras,661388,676106,1,2,53.29,64.43,24,104.2,MIL,746003
2024-04-07,Zack Gelof,680869,656427,2,2,42.41,58.72,28,108.3,DET,746493
2024-04-07,David Hamilton,666152,681217,1,3,179.74,58.48,31,99.3,LAA,746251
2024-04-07,Yordan Alvarez,670541,641540,1,3,240.18,95.2,24,108.6,TEX,745032
2024-04-07,Tyler O'Neill,641933,681217,2,3,61.46,49.54,25,102.9,LAA,746251
2024-04-07,Giancarlo Stanton,519317,670102,2,3,32.99,57.48,27,110.6,NYY,745765
2024-04-07,Rafael Devers,646240,681217,2,3,118.65,23.05,26,108.4,LAA,746251
2024-04-07,Willy Adames,642715,676106,1,4,21.48,93.79,39,100.5,MIL,746003
2024-04-07,Michael Harris II,671739,669194,1,4,197.25,47.15,28,104.1,ATL,747141
2024-04-07,Francisco Lindor,596019,671096,2,4,40.28,77.08,28,103.4,CIN,746734
2024-04-07,Edmundo Sosa,624641,669022,1,5,85.15,37.19,33,105.4,WSH,744871
2024-04-07,Nolan Gorman,669357,676974,1,5,100.93,39.48,34,104.7,STL,745198
2024-04-07,Hunter Renfroe,592669,676979,1,5,25.24,87.59,22,104.2,KC,746330
2024-04-07,Reese McGuire,624512,660761,2,6,211,72.38,34,102.1,LAA,746251
2024-04-07,Cody Bellinger,641355,642232,2,6,233.45,92.16,25,103.3,CHC,746895
2024-04-07,MJ Melendez,669004,665620,0,7,195.24,45.2,33,100.9,KC,746330
2024-04-07,William Contreras,661388,668942,0,8,138.98,34.34,25,105,MIL,746003
2024-04-07,Mike Trout,545361,502624,1,8,27.51,84.27,23,108.6,LAA,746251
2024-04-07,Austin Riley,663586,612434,1,8,78.87,24.37,27,109.1,ATL,747141
2024-04-07,Riley Greene,682985,666205,1,8,177.25,46.63,37,102.9,DET,746493
2024-04-07,Nolan Gorman,669357,542882,1,9,108.26,30.03,21,108.8,STL,745198
2024-04-07,Dominic Canzone,686527,600986,2,9,236.89,64.31,31,107.9,MIL,746003
2024-04-08,Will Benson,666181,676879,2,2,227.9,79.36,27,101.6,CIN,746735
2024-04-08,Yordan Alvarez,670541,571760,2,2,216.68,48.76,33,112.9,TEX,745034
2024-04-08,Manuel Margot,622534,572020,1,3,78.6,37.4,23,104.3,MIN,745925
2024-04-08,Mike Trout,545361,621107,2,3,115.01,28.26,32,108.7,LAA,746252
2024-04-08,Marcell Ozuna,542303,527054,2,3,86.62,24.28,29,112,ATL,747142
2024-04-08,Anthony Volpe,683011,666200,0,4,52.49,60.06,28,102.2,NYY,745761
2024-04-08,Juan Soto,665742,666200,2,4,226.71,79.63,42,107.7,NYY,745761
2024-04-08,Elly De La Cruz,682829,656266,0,5,135.19,16.83,28,112.3,CIN,746735
2024-04-08,Brandon Nimmo,607043,450203,0,5,237.36,61.12,26,111.1,ATL,747142
