game_date,player_name,batter,pitcher,outs_when_up,inning,hc_x,hc_y,launch_angle,launch_speed,home_team,game_pk
2024-07-09,Logan O'Hoppe,681351,453286,1,4,109.88,37.28,23,105.8,LAA,746206
2024-07-09,Brenton Doyle,686668,666157,2,4,177.62,47.58,21,107.3,CIN,746690
2024-07-09,Michael Toglia,669911,666157,2,4,181.1,57.31,38,105.3,CIN,746690
2024-07-09,Ian Happ,664023,665152,2,4,234.35,79.87,32,98.4,BAL,747014
2024-07-09,Bryson Stott,681082,676272,2,4,191.99,36.62,28,105.3,PHI,745557
2024-07-09,Julio Rodríguez,677594,800049,1,5,50.68,50.05,27,108.8,SD,745393
2024-07-09,Cavan Biggio,624415,554430,2,5,176.74,49.62,30,95.3,PHI,745557
2024-07-09,Lawrence Butler,671732,678394,0,6,184,22.53,28,110.2,BOS,746937
2024-07-09,Joey Bart,663698,669060,0,6,69.41,50.72,21,104.3,MIL,745968
2024-07-09,Gio Urshela,570482,594902,1,6,48.71,55.24,32,98.5,DET,746451
2024-07-09,Adam Duvall,594807,668678,1,6,27.62,48.98,27,109.1,AZ,747180
2024-07-09,Francisco Lindor,596019,663623,2,6,200,56.29,24,105.1,NYM,745803
2024-07-09,Justyn-Henry Malloy,669234,680704,2,6,18.65,90.82,34,101.2,DET,746451
2024-07-09,Jesús Sánchez,660821,669854,0,7,56.71,78.71,37,99.8,HOU,746368
2024-07-09,Jake Cronenworth,630105,669302,1,7,239.02,79.09,30,108.3,SD,745393
2024-07-09,Ben Rice,700250,621363,1,7,222.71,83.04,28,104.2,TB,745074
2024-07-09,Rowdy Tellez,642133,571948,1,7,188.54,44.99,22,106.3,MIL,745968
2024-07-09,Cal Raleigh,663728,673513,1,7,35.66,75.39,21,103.5,SD,745393
2024-07-09,Ernie Clement,676391,676254,1,7,53.72,61.06,24,101.2,SF,745316
2024-07-09,Spencer Steer,668715,664875,2,7,40.12,69.18,22,106.2,CIN,746690
2024-07-09,Alex Bregman,608324,623211,2,7,42.49,75.58,36,98.9,HOU,746368
2024-07-09,Brandon Marsh,669016,656848,2,7,188.36,46.39,28,104,PHI,745557
2024-07-09,Rece Hinds,677956,664875,2,7,20.32,45.23,27,112.7,CIN,746690
2024-07-09,Jack Suwinski,669261,606303,0,8,228.35,88.66,37,103,MIL,745968
2024-07-09,Brenton Doyle,686668,571656,0,8,77.5,26.38,30,107.8,CIN,746690
2024-07-09,Tyler Fitzgerald,666149,579328,0,8,36.84,83.65,31,99.6,SF,745316
2024-07-09,Ildemaro Vargas,545121,493603,0,8,218.27,75.62,24,99.5,NYM,745803
2024-07-09,Adolis García,666969,472610,1,8,199.82,52.36,28,105.4,LAA,746206
2024-07-09,Joshua Palacios,641943,606303,2,8,205.55,59.45,29,106.8,MIL,745968
2024-07-09,Kyle Higashioka,543309,669302,2,8,73.21,49.9,23,100,SD,745393
2024-07-09,Keibert Ruiz,660688,657585,0,9,236.14,69.2,32,103.8,NYM,745803
2024-07-09,Zack Gelof,680869,622259,2,9,113.21,29.98,28,107.3,BOS,746937
2024-07-10,Kyle Schwarber,656941,694813,0,1,58.95,59.46,35,99.7,PHI,745556
2024-07-10,Brandon Nimmo,607043,571578,1,1,191.49,32.72,19,110.5,NYM,745796
2024-07-10,Lars Nootbaar,663457,608379,0,2,28.58,89.08,27,100.4,STL,745156
2024-07-10,Christopher Morel,666624,669203,1,2,129.07,32.26,23,104.2,BAL,747015
2024-07-10,Joey Loperfido,694388,663773,1,2,201.64,58.44,42,110.1,HOU,746366
2024-07-10,Mickey Moniak,666160,547179,1,2,195.76,58.57,28,100.3,LAA,746205
2024-07-10,Nolan Arenado,571448,679525,1,2,91.1,36.6,24,101.1,STL,745155
2024-07-10,Eugenio Suárez,553993,450203,2,2,19.38,48.89,32,110.6,AZ,747179
2024-07-10,MJ Melendez,669004,700669,0,3,206.37,60.08,26,105,STL,745156
2024-07-10,Sam Hilliard,656541,593423,0,3,214.48,84.81,21,105,CIN,746689
2024-07-10,Matt Vierling,663837,676440,0,3,77.45,33.18,28,104.8,DET,746453
2024-07-10,Martín Maldonado,455117,641154,0,3,43.56,78.42,24,100.1,CWS,746773
2024-07-10,Jonathan India,663697,607536,1,3,99.4,33.06,20,108.4,CIN,746689
2024-07-10,Alec Burleson,676475,679525,1,3,203.04,56.8,21,102.2,STL,745155
2024-07-10,Ketel Marte,606466,450203,2,3,163.71,22.82,27,108.4,AZ,747179
2024-07-10,Daniel Schneemann,682177,681857,2,4,72.15,59.08,27,97.1,DET,746453
2024-07-10,Leody Taveras,665750,656288,0,5,174.83,44.49,30,102.1,LAA,746205
2024-07-10,Sam Hilliard,656541,593423,0,5,58.82,59.62,36,104.9,CIN,746689
2024-07-10,Ernie Clement,676391,657277,1,5,64.94,55.56,28,96.6,SF,745318
2024-07-10,Rhys Hoskins,656555,527048,2,5,11.01,73.5,35,108.7,MIL,745969
2024-07-10,Rob Refsnyder,608701,676664,0,6,23.55,75.49,33,101.8,BOS,746934
2024-07-10,Salvador Perez,521692,669461,0,6,40.58,42.84,35,110.8,STL,745156
2024-07-10,Salvador Perez,521692,669467,1,6,115.04,27.65,22,109.4,STL,745155
2024-07-10,Brooks Lee,686797,689672,1,6,217.99,84.45,22,100.8,CWS,746773
2024-07-10,Carlos Correa,621043,689672,1,6,36.37,61.06,22,110,CWS,746773
2024-07-10,Luis Robert Jr.,673357,641927,2,6,95.31,33.48,29,108.7,CWS,746772
2024-07-10,Matt Wallner,670242,673929,0,7,203.04,66.79,33,101.1,CWS,746772
2024-07-10,Andy Ibáñez,628451,656529,0,8,48.54,73.1,28,94,DET,746453
2024-07-10,Marcell Ozuna,542303,657044,1,8,155.9,22.67,22,111.1,AZ,747179
2024-07-10,Willy Adames,642715,656924,1,8,21.37,100.04,28,98.8,MIL,745969
2024-07-10,Zach Neto,687263,642016,2,8,46.86,63.43,22,104.8,LAA,746205
2024-07-10,Tyler Stephenson,663886,680767,0,9,72.5,47.23,30,98.4,CIN,746689
2024-07-10,Kyle Isbel,664728,552640,0,9,209.19,68.38,21,104.4,STL,745156
2024-07-10,Paul Goldschmidt,502671,663704,1,9,226.22,101.91,36,99,STL,745155
2024-07-10,Patrick Bailey,672275,670102,1,9,115.34,35.11,29,101.2,SF,745318
2024-07-10,Matt Chapman,656305,670102,1,9,22.68,78.86,28,101.7,SF,745318
2024-07-11,Randy Arozarena,668227,641482,0,1,48.48,71.78,25,99.2,TB,745065
2024-07-11,Trea Turner,607208,607455,1,1,194.3,59.81,32,100.5,PHI,745558
2024-07-11,Bryan De La Cruz,650559,814005,1,1,25.29,96.16,21,107.9,HOU,746367
2024-07-11,Heliot Ramos,671218,592332,1,1,59.8,55.96,23,103.2,SF,745313
2024-07-11,Danny Jansen,643376,663855,2,1,37.6,70.61,27,99.4,SF,745313
2024-07-11,Austin Wells,669224,669358,0,2,232.22,94,32,102,TB,745065
2024-07-11,Brandon Marsh,669016,689017,0,2,211.57,57.88,24,109.1,PHI,745558
2024-07-11,Cal Raleigh,663728,686799,0,3,228.65,88.23,23,113.9,LAA,746204
2024-07-11,Carson Kelly,608348,675921,0,3,33.59,73.42,35,101.4,DET,746452
2024-07-11,Juan Soto,665742,669358,1,3,77.55,33.69,26,108.4,TB,745065
2024-07-11,Tyler Stephenson,663886,596295,1,3,222.98,102.13,33,95.8,CIN,746688
2024-07-11,Bo Naylor,666310,656427,1,3,220.94,95.47,22,101.5,DET,746452
2024-07-11,Connor Wong,657136,665622,2,3,64.21,40.2,33,104.7,BOS,746935
2024-07-11,Wilyer Abreu,677800,665622,0,4,113.51,38.45,30,101.3,BOS,746935
2024-07-11,Santiago Espinal,669289,596295,1,4,66.29,39.65,28,103.8,CIN,746688
2024-07-11,J.P. Crawford,641487,670046,1,4,211.99,74.74,20,108.2,LAA,746204
2024-07-11,Gavin Lux,666158,605400,0,5,26.51,104.45,39,95.3,PHI,745558
2024-07-11,Jazz Chisholm Jr.,665862,681869,0,5,223.55,70.52,28,106,HOU,746367
2024-07-11,Eugenio Suárez,553993,608331,0,5,103.64,23.47,29,106.3,AZ,747178
2024-07-11,Michael Toglia,669911,668881,0,5,240.31,78.53,33,108.1,CIN,746688
2024-07-11,Spencer Horwitz,687462,663855,0,5,210.81,58.19,31,102.1,SF,745313
2024-07-11,Masataka Yoshida,807799,666205,0,6,183.45,50.7,35,98.5,BOS,746935
2024-07-11,Dansby Swanson,621020,608344,0,6,148.94,28.68,29,106.4,BAL,747011
2024-07-11,Cal Raleigh,663728,670046,2,6,22.42,74.76,22,113.8,LAA,746204
2024-07-11,Tyler Stephenson,663886,683627,0,7,42.02,72.59,24,101.4,CIN,746688
2024-07-11,Kyle Schwarber,656941,642232,2,8,244.26,73.47,27,108.8,PHI,745558
2024-07-11,Mike Yastrzemski,573262,643338,2,9,211.73,64.99,26,105.4,SF,745313
2024-07-12,Jonathan India,663697,630023,0,1,139.92,35.02,24,103.3,CIN,746685
2024-07-12,Jeimer Candelario,600869,630023,1,1,210.57,65.93,36,99.8,CIN,746685
2024-07-12,Willie Calhoun,641432,693433,2,1,213.36,71.45,35,99.7,LAA,746207
2024-07-12,Julio Rodríguez,677594,542881,2,1,198.57,64.32,21,106.3,LAA,746207
2024-07-12,Willie Calhoun,641432,608723,0,10,198.65,49.8,23,104.1,LAA,746207
2024-07-12,Mark Vientos,668901,685299,1,2,85.7,38.98,32,102.9,NYM,745800
2024-07-12,Jose Iglesias,578428,685299,1,2,36.35,69.14,23,101.5,NYM,745800
2024-07-12,Harrison Bader,664056,685299,2,2,74.77,46.08,30,102,NYM,745800
2024-07-12,Michael Toglia,669911,640455,2,2,21.49,72.6,37,106.5,NYM,745800
2024-07-12,Aaron Judge,592450,700249,0,3,62.35,51.28,35,107.4,BAL,747012
2024-07-12,Rece Hinds,677956,630023,2,3,158.64,42.07,35,105,CIN,746685
2024-07-12,Cal Raleigh,663728,542881,2,3,59.08,40.91,28,106.5,LAA,746207
2024-07-12,Harrison Bader,664056,685299,0,4,18.52,73.29,26,106.7,NYM,745800
2024-07-12,Bobby Witt Jr.,677951,681867,0,4,98.02,27.71,29,107,BOS,746936
2024-07-12,Jake Meyers,676694,571760,1,4,67.9,55.79,37,102.4,HOU,746371
2024-07-12,Freddie Freeman,518692,669373,1,4,188.54,47.26,24,100.9,DET,746450
2024-07-12,Jesús Sánchez,660821,686730,1,4,215.07,74.26,34,96.8,CIN,746685
2024-07-12,Jose Iglesias,578428,663567,0,5,62.17,50.71,25,103.7,NYM,745800
2024-07-12,Marcell Ozuna,542303,663362,0,5,86.61,36.66,35,110.6,SD,745390
2024-07-12,Alex Bregman,608324,571760,1,5,68.6,56.7,35,100.2,HOU,746371
2024-07-12,Orlando Arcia,606115,663362,1,5,53.17,53.85,31,98.4,SD,745390
2024-07-12,Jesse Winker,608385,642547,2,5,172.17,42.68,37,108.3,MIL,745965
2024-07-12,Corey Seager,608369,686613,0,6,24.8,102.23,36,97.5,HOU,746371
2024-07-12,Jose Altuve,514888,570632,2,6,30.54,85.75,34,98.6,HOU,746371
2024-07-12,Brendan Rodgers,663898,640455,0,7,42.83,59.67,23,109.2,NYM,745800
2024-07-12,Lawrence Butler,671732,614179,0,8,156.21,33.1,21,111,PHI,745552
2024-07-12,Charlie Blackmon,453568,518617,0,8,220.3,70.53,37,102.9,NYM,745800
2024-07-12,MJ Melendez,669004,669711,1,8,171.41,47.03,31,100,BOS,746936
2024-07-12,Brenton Doyle,686668,664208,2,8,27.75,58.03,33,105.8,NYM,745800
2024-07-12,Marcell Ozuna,542303,660853,0,9,165.97,32.79,26,108.1,SD,745390
2024-07-13,Marcus Semien,543760,681293,0,1,77.7,44.44,25,102.3,HOU,746369
2024-07-13,Masyn Winn,691026,665871,0,1,37.21,61.12,26,103.6,STL,745175
2024-07-13,Willson Contreras,575929,665871,1,1,211.42,78.89,38,103.9,STL,745175
2024-07-13,Seiya Suzuki,673548,458681,2,1,137.55,24.15,29,107.3,STL,745152
2024-07-13,Austin Wells,669224,680570,2,1,236.55,80.7,33,104.5,BAL,747013
2024-07-13,Alec Burleson,676475,669713,2,1,42.63,75.11,28,98,STL,745152
2024-07-13,Gio Urshela,570482,670990,1,10,50.59,60.69,34,103.7,DET,746447
2024-07-13,Spencer Steer,668715,665795,0,2,25.76,87.68,40,101.6,CIN,746687
2024-07-13,Nick Castellanos,592206,687765,1,2,121.26,27.99,29,101.9,PHI,745549
2024-07-13,Miguel Amaya,665804,502043,2,2,82.76,41.28,30,101.6,STL,745175
2024-07-13,Jake Cave,595909,681035,0,3,25.06,101.56,27,98.5,NYM,745798
2024-07-13,Rece Hinds,677956,665795,0,3,49.96,41.59,26,106.4,CIN,746687
2024-07-13,Elly De La Cruz,682829,665795,2,3,112.8,27.22,30,109.5,CIN,746687
2024-07-13,Jake Burger,669394,671096,2,3,29.74,68.65,39,106.6,CIN,746687
2024-07-13,Josh Bell,605137,671096,2,3,215.08,81.78,28,96.8,CIN,746687
2024-07-13,Jeimer Candelario,600869,665795,2,3,213.87,81.78,25,99.5,CIN,746687
2024-07-13,Zack Gelof,680869,663969,2,3,17.79,85.88,35,102.2,PHI,745549
2024-07-13,Johan Rojas,679032,687765,1,4,89.29,43.13,33,102,PHI,745549
2024-07-13,Trea Turner,607208,687765,2,4,76.76,43.77,23,104,PHI,745549
2024-07-13,Ryan Vilade,668723,680736,0,5,59.39,56.16,35,102.5,DET,746447
2024-07-13,Shohei Ohtani,660271,672456,0,5,236.05,94.25,24,107.8,DET,746447
2024-07-13,Andy Ibáñez,628451,680736,0,5,6.61,84.87,23,105.9,DET,746447
2024-07-13,Rafael Devers,646240,607625,0,5,74.11,59.34,32,100.1,BOS,746930
2024-07-13,Charlie Blackmon,453568,681035,1,5,218.27,62.9,31,105.2,NYM,745798
2024-07-13,Aaron Judge,592450,680570,1,5,110.18,25.14,37,112.9,BAL,747013
2024-07-13,Juan Soto,665742,680570,1,5,139.68,27.04,20,112.6,BAL,747013
2024-07-13,Angel Martínez,682657,641793,1,5,221.05,68.33,28,100.7,TB,745067
2024-07-13,Rece Hinds,677956,677053,1,6,79.94,30.27,26,112.7,CIN,746687
2024-07-13,Carlos Santana,467793,573124,1,6,20.11,97.24,38,102.2,SF,745311
2024-07-13,Santiago Espinal,669289,677053,2,6,73.62,50.26,33,99.6,CIN,746687
2024-07-13,Brent Rooker,667670,663969,0,7,105.41,31.9,31,104.2,PHI,745549
2024-07-13,Bryce Harper,547180,613534,0,7,33.79,76.56,29,101,PHI,745549
2024-07-13,Luis García Jr.,671277,596001,0,7,95.03,41.46,26,102.4,MIL,745963
2024-07-13,Corbin Carroll,682998,647315,1,7,44.35,72.95,33,97.8,AZ,747177
2024-07-13,Enrique Hernández,571771,656412,2,7,,,29,102.7,DET,746447
2024-07-13,Eugenio Suárez,553993,663878,1,8,38.93,44.86,26,107,AZ,747177
2024-07-13,Manny Machado,592518,445926,1,8,120.14,36.19,27,103.8,SD,745392
2024-07-13,Jhonkensy Noel,678877,664076,1,8,50,35.92,35,110.8,TB,745067
2024-07-13,Corbin Carroll,682998,663878,2,8,201.58,66.91,38,103.1,AZ,747177
2024-07-13,Francisco Lindor,596019,656222,2,8,123.81,29.09,29,106.9,NYM,745798
2024-07-13,Patrick Wisdom,621550,681517,0,9,9.5,88.67,34,102.4,STL,745152
2024-07-13,CJ Abrams,682928,656730,1,9,210.56,52.81,27,106.5,MIL,745963
2024-07-13,Colt Keith,690993,623465,2,9,198.23,70.91,31,94.4,DET,746447
2024-07-14,Adam Frazier,624428,678394,0,1,204.79,50.73,26,102.4,BOS,746932
2024-07-14,Ezequiel Tovar,678662,500779,0,1,51.2,40.98,32,107.2,NYM,745797
2024-07-14,Josh Smith,669701,669854,1,1,233.77,81.29,32,108,HOU,746370
2024-07-14,Trea Turner,607208,683155,1,1,56.57,65.29,26,95.2,PHI,745551
2024-07-14,Rafael Devers,646240,663903,2,1,246.65,66.37,25,114.7,BOS,746932
2024-07-14,Dominic Smith,642086,663903,0,2,180.9,32.92,32,106.1,BOS,746932
2024-07-14,Jose Siri,642350,594902,0,3,60.19,40.88,26,107.7,TB,745066
2024-07-14,Gunnar Henderson,683002,607074,0,3,206.19,41.37,28,105.6,BAL,747009
2024-07-14,Jake Meyers,676694,453286,0,3,9.99,98.43,25,104.5,HOU,746370
2024-07-14,Andrew Benintendi,643217,656605,1,3,217.46,71.9,30,101.7,CWS,746769
2024-07-14,William Contreras,661388,663623,1,3,147.14,33.84,27,105.4,MIL,745962
2024-07-14,Pete Crow-Armstrong,691718,571945,1,3,214.01,60.93,30,99.4,STL,745151
2024-07-14,Pete Alonso,624413,608566,0,4,19.75,73.68,29,103.6,NYM,745797
2024-07-14,Kevin Kiermaier,595281,668678,0,4,202.15,58.29,31,97.4,AZ,747176
2024-07-14,Garrett Mitchell,669003,663623,0,4,142.78,61.53,23,107.2,MIL,745962
2024-07-14,Joey Bart,663698,641771,1,4,76.71,45,23,106,CWS,746769
2024-07-14,Brent Rooker,667670,675650,1,4,122.35,16.48,30,105.1,PHI,745551
2024-07-14,Trent Grisham,663757,665152,0,5,228.41,86.19,30,99.6,BAL,747009
2024-07-14,Michael Toglia,669911,500779,0,5,163.3,27.93,25,107.9,NYM,745797
2024-07-14,Tomás Nido,621512,571945,1,5,223,86.39,29,98.7,STL,745151
2024-07-14,Ketel Marte,606466,579328,1,5,119.24,33.15,28,109.8,AZ,747176
2024-07-14,Pete Crow-Armstrong,691718,571945,1,5,138.09,33.15,28,103.1,STL,745151
2024-07-14,Lawrence Butler,671732,675650,2,5,153.17,32.09,23,103.8,PHI,745551
2024-07-14,Anthony Santander,623993,592454,2,5,220.82,56.41,35,102.5,BAL,747009
2024-07-14,Brent Rooker,667670,675650,0,6,107.64,16.67,29,108.7,PHI,745551
2024-07-14,Brenton Doyle,686668,500779,0,6,109.69,25.61,30,105.4,NYM,745797
2024-07-14,J.P. Crawford,641487,519326,0,6,157.8,36.38,24,101.3,LAA,746201
2024-07-14,Brandon Lowe,664040,594902,0,6,231.33,91.25,38,107.2,TB,745066
2024-07-14,Alec Burleson,676475,592791,0,6,209.58,72.69,24,99.1,STL,745151
2024-07-14,Seth Brown,664913,622554,1,6,216.13,55.18,28,105.6,PHI,745551
2024-07-14,Elly De La Cruz,682829,669432,1,6,166.05,44.77,31,102.4,CIN,746686
2024-07-14,Christopher Morel,666624,571945,1,6,21.15,75.06,24,103,STL,745151
2024-07-14,Salvador Perez,521692,678394,1,6,74.32,34.13,23,110.4,BOS,746932
2024-07-14,Travis d'Arnaud,518595,663568,2,6,101.81,25.9,32,107.2,SD,745385
2024-07-14,Michael Toglia,669911,500779,2,6,66,54,25,98.1,NYM,745797
2024-07-14,Lawrence Butler,671732,622554,0,7,52.06,76.52,37,96.6,PHI,745551
2024-07-14,Vladimir Guerrero Jr.,665489,656464,0,7,166.01,26.06,24,109.9,AZ,747176
2024-07-14,Ezequiel Tovar,678662,605288,1,7,21.07,92.96,43,104.3,NYM,745797
2024-07-14,Luis Campusano,669134,621345,2,7,194.27,56.15,28,101.8,SD,745385
2024-07-14,Seth Brown,664913,614179,0,8,204.83,73.12,42,103.8,PHI,745551
2024-07-14,Jo Adell,666176,608723,0,8,79.68,44.29,26,99.8,LAA,746201
2024-07-14,Ian Happ,664023,552640,1,8,149.13,22.8,26,107,STL,745151
2024-07-14,Christopher Morel,666624,552640,1,8,23.72,75.35,25,104.8,STL,745151
2024-07-14,Travis d'Arnaud,518595,669093,2,8,100.31,20.52,24,109.7,SD,745385
2024-07-14,Josh Smith,669701,606160,2,8,209.43,67.79,35,99.2,HOU,746370
2024-07-14,Michael Toglia,669911,605288,2,8,76.3,40.57,32,101.2,NYM,745797
2024-07-14,Lawrence Butler,671732,614179,2,8,186.7,27,32,109.9,PHI,745551
2024-07-14,Willy Adames,642715,686294,2,8,72.51,39.46,27,104.5,MIL,745962
2024-07-14,Bryan Reynolds,668804,605154,2,8,178,49.22,23,105.3,CWS,746769
2024-07-14,Ben Rice,700250,518886,0,9,182.39,44.8,34,104.4,BAL,747009
2024-07-14,Zack Gelof,680869,596117,0,9,81.26,34.62,33,100,PHI,745551
2024-07-19,Adley Rutschman,668939,543135,0,1,193.07,58.85,21,105.1,TEX,744990
2024-07-19,Bobby Witt Jr.,677951,623167,1,1,15.68,79.83,25,104.7,KC,746284
2024-07-19,Colton Cowser,681297,543135,2,1,187.45,40.13,31,104.8,TEX,744990
2024-07-19,Nathaniel Lowe,663993,669203,2,2,134.86,23.42,28,107.2,TEX,744990
2024-07-19,Weston Wilson,642215,527048,2,3,48.29,64.11,37,104.4,PIT,745481
2024-07-19,Mark Canha,592192,605135,0,4,48.9,63.86,33,100.9,TOR,744911
2024-07-19,Trea Turner,607208,527048,1,4,44.15,64.67,31,101.6,PIT,745481
2024-07-19,Max Schuemann,680474,656288,1,4,18.41,93.13,25,100.1,OAK,745640
2024-07-19,Keibert Ruiz,660688,593423,2,4,168.32,40.51,28,100.8,WSH,744829
2024-07-19,Zach Neto,687263,676664,2,4,8.25,87.93,28,106.9,OAK,745640
2024-07-19,Jeff McNeil,643446,665795,0,5,135.39,26.64,34,103.1,MIA,746040
2024-07-19,Jake Burger,669394,640455,0,5,93.93,33.92,31,106.7,MIA,746040
2024-07-19,Anthony Santander,623993,543135,1,5,188.75,29.11,31,106.9,TEX,744990
2024-07-19,Juan Yepez,660766,593423,2,5,33.62,82.45,29,95,WSH,744829
2024-07-19,Jarren Duran,680776,694813,2,5,100.34,40.86,22,105.1,LAD,746123
2024-07-19,Brandon Lowe,664040,543037,0,6,176.98,52.35,27,98.1,NYY,745721
2024-07-19,Nolan Schanuel,694384,676664,0,6,220.04,73.03,30,99.6,OAK,745640
2024-07-19,Brenton Doyle,686668,678495,1,6,46.93,41.51,27,107,COL,746531
2024-07-19,JJ Bleday,668709,519043,1,6,207.97,59.04,21,105.2,OAK,745640
2024-07-19,Shea Langeliers,669127,519043,1,6,215.17,79.03,27,98.1,OAK,745640
2024-07-19,Jeff McNeil,643446,677053,1,6,196.27,59.74,28,101.2,MIA,746040
2024-07-19,Vladimir Guerrero Jr.,665489,656427,2,6,44.98,74.33,16,117.5,TOR,744911
2024-07-19,Anthony Santander,623993,642546,1,7,235.94,79.45,24,106.9,TEX,744990
2024-07-19,Wenceel Pérez,672761,605135,2,7,198.67,66.27,39,103.4,TOR,744911
2024-07-19,George Springer,543807,689225,0,8,30.42,95.65,38,93.3,TOR,744911
2024-07-19,Jake Cave,595909,643511,0,8,205.55,52.99,37,102.4,COL,746531
2024-07-19,Freddie Freeman,518692,657514,1,8,223.08,83.82,23,105.5,LAD,746123
2024-07-19,Ezequiel Tovar,678662,592426,2,8,18.63,75.59,22,109.5,COL,746531
2024-07-19,Korey Lee,686676,608717,2,8,97.16,31.14,24,104.6,KC,746284
2024-07-20,Brent Rooker,667670,686799,1,1,43.14,52.22,32,108.1,OAK,745638
2024-07-20,Harold Ramírez,623912,666157,2,1,99.75,27.4,27,106,WSH,744830
2024-07-20,Tyler O'Neill,641933,623465,0,10,86.57,39.76,26,104.2,LAD,746121
2024-07-20,Carlos Santana,467793,596001,2,11,225.09,74.79,33,104.3,MIN,745880
2024-07-20,Nolan Gorman,669357,693821,1,2,173.28,41.26,32,101.9,ATL,747096
2024-07-20,Gavin Lux,666158,678394,2,2,200.29,63.91,24,107.1,LAD,746121
2024-07-20,Tyler Stephenson,663886,607179,1,3,84.53,31.3,32,104.3,WSH,744830
2024-07-20,Tyler Fitzgerald,666149,607536,1,3,67.96,39.16,33,103.6,COL,746527
2024-07-20,Cedric Mullins,656775,570632,2,3,212.25,56.86,32,104,TEX,744994
2024-07-20,Marcell Ozuna,542303,543243,2,4,29.53,55.96,35,108.3,ATL,747096
2024-07-20,Alex Jackson,656577,641482,2,4,184.6,64.22,31,99.9,NYY,745720
2024-07-20,Isaac Paredes,670623,641482,0,5,29.47,96.82,35,95.5,NYY,745720
2024-07-20,Alek Thomas,677950,543294,1,5,60.17,68.04,24,95.9,CHC,746852
2024-07-20,Ezequiel Tovar,678662,657277,1,5,,,28,109.1,COL,746527
2024-07-20,Corbin Carroll,682998,543294,1,5,198.66,51.71,26,105,CHC,746852
2024-07-20,Randy Arozarena,668227,641482,1,5,79.55,36.4,28,103.7,NYY,745720
2024-07-20,Brendan Donovan,680977,693821,2,5,230.27,79.7,25,105.5,ATL,747096
2024-07-20,Jake Rogers,668670,670950,0,6,34.31,69.19,29,102.1,TOR,744910
2024-07-20,Andrew McCutchen,457705,650911,0,6,84.25,29.43,27,107.7,PIT,745478
2024-07-20,Julio Rodríguez,677594,664285,0,6,20.7,74.44,34,98.6,SEA,745229
2024-07-20,Austin Riley,663586,543243,1,6,85.3,34.15,24,112.4,ATL,747096
2024-07-20,Eddie Rosario,592696,543243,2,6,191.99,45.97,25,106.3,ATL,747096
2024-07-20,Marcell Ozuna,542303,543243,2,6,66.11,34.53,29,107.9,ATL,747096
2024-07-20,Jordan Westburg,676059,656641,2,6,107.87,28.23,29,105,TEX,744994
2024-07-20,Vladimir Guerrero Jr.,665489,628317,2,6,137.51,26.63,25,108.4,TOR,744910
2024-07-20,Jake Meyers,676694,592773,0,7,180.83,50.51,26,103.3,SEA,745229
2024-07-20,Nolan Arenado,571448,669276,0,7,26.22,99.93,34,93.4,ATL,747093
2024-07-20,Tyler O'Neill,641933,607455,1,7,19.67,76.02,28,110.4,LAD,746121
2024-07-20,Randy Arozarena,668227,656671,1,7,51.06,49.62,26,104.7,NYY,745720
2024-07-20,Eddie Rosario,592696,681676,2,7,215.63,84,28,92.7,ATL,747093
2024-07-20,David Peralta,444482,675921,0,8,209.15,76.95,31,98.6,CLE,746613
2024-07-20,Yainer Diaz,673237,663423,2,8,35.77,85.75,18,106.5,SEA,745229
2024-07-20,Oneil Cruz,665833,621381,2,8,110.85,27.84,20,112,PIT,745478
2024-07-20,Jake Cronenworth,630105,675921,2,8,235.78,92.83,24,104,CLE,746613
2024-07-20,Enrique Hernández,571771,445276,0,9,54.19,46.84,20,106.1,LAD,746121
2024-07-20,Bryce Harper,547180,670280,1,9,183.72,35.33,32,108.7,PIT,745478
2024-07-20,Ryan O'Hearn,656811,600917,2,9,71.69,52.35,24,100.3,TEX,744994
2024-07-21,George Springer,543807,672456,0,1,66,46.75,33,106.6,TOR,744909
2024-07-21,Jorge Soler,624585,663372,0,1,108.54,5.44,25,109.3,COL,746528
2024-07-21,Jarren Duran,680776,572020,0,1,66.89,50.05,24,104.4,LAD,746125
2024-07-21,Richie Palacios,680700,573186,0,1,208.89,76.69,24,96,NYY,745722
2024-07-21,Freddie Freeman,518692,676710,2,1,187.25,41.39,26,109,LAD,746125
2024-07-21,Paul Goldschmidt,502671,680885,2,2,30.3,85.61,33,101.2,ATL,747094
2024-07-21,Noelvi Marte,682622,663623,2,2,56.08,46.62,30,103,WSH,744831
2024-07-21,Tyler Fitzgerald,666149,663372,0,3,128.2,23.25,29,105.2,COL,746528
2024-07-21,Byron Buxton,621439,650644,0,3,87,37.44,29,101.7,MIN,745882
2024-07-21,George Springer,543807,672456,1,3,75.06,48.97,34,104.1,TOR,744909
2024-07-21,Teoscar Hernández,606192,676710,1,3,220.18,80.89,33,101.4,LAD,746125
2024-07-21,Alec Burleson,676475,680885,2,3,,,29,109.5,ATL,747094
2024-07-21,Jarred Kelenic,672284,571945,2,3,225.41,70.25,25,108,ATL,747094
2024-07-21,Eric Haase,606992,657746,2,3,42.94,69.26,35,97.5,MIN,745882
2024-07-21,Gavin Lux,666158,676710,0,4,67.58,57.38,29,100.5,LAD,746125
2024-07-21,Jorge Polanco,593871,669854,0,4,205.03,60.18,27,107.1,SEA,745230
