game_date,player_name,batter,pitcher,outs_when_up,at_bat_number,hc_x,hc_y,launch_angle,launch_speed,home_team,game_pk,plate_x,plate_z
2024-03-21,Mookie Betts,605141,650633,1,59,52.83,61.78,29,101.5,LAD,746175,-0.91,2.23
2024-03-21,Manny Machado,592518,656420,0,96,48.98,54.68,25,107.7,LAD,746175,-0.02,2.84
2024-03-28,Adolis García,666969,622075,1,44,30.02,64.12,31,104.5,TEX,745039,0.4,2.39
2024-03-28,Travis Jankowski,608671,640470,0,69,211.09,62.42,26,99,TEX,745039,0.7,2.08
2024-03-28,George Springer,543807,621107,0,21,59.43,55.1,26,100.3,TB,745116,0.4,3.03
2024-03-28,Cavan Biggio,624415,621107,1,36,208.26,75.84,25,99.6,TB,745116,0.27,1.93
2024-03-28,Vladimir Guerrero Jr.,665489,621107,2,38,109.55,17.44,29,111.8,TB,745116,-0.02,2.49
2024-03-28,Yandy Díaz,650490,621244,0,4,23.89,96.78,19,107.2,TB,745116,-1.07,2.29
2024-03-28,Rafael Devers,646240,622491,2,19,77.49,44.55,27,104.4,SEA,745283,-0.63,2.92
2024-03-28,Mitch Haniger,571745,678394,2,33,205.43,71.02,26,102.1,SEA,745283,0.43,2.31
2024-03-28,Dylan Moore,664238,570257,0,57,158.73,36.99,29,104,SEA,745283,0.03,2.04
2024-03-28,Tyler O'Neill,641933,675989,0,61,176.75,47.84,28,104.3,SEA,745283,0.18,1.93
2024-03-28,Michael Conforto,624424,663158,2,70,183.42,38.88,29,105.9,SD,745445,-0.05,2.07
2024-03-28,Bryan Reynolds,668804,666200,1,21,65.98,44.08,24,107.5,MIA,746089,0.02,3.36
2024-03-28,Edward Olivares,658668,677053,0,54,86.24,36.44,26,102.4,MIA,746089,-0.35,3.17
2024-03-28,Oneil Cruz,665833,664350,0,66,48.04,64.23,23,105.5,MIA,746089,-0.67,3.26
2024-03-28,Mookie Betts,605141,571945,0,20,30.62,64.08,28,104.6,LAD,746165,-0.5,2.64
2024-03-28,Freddie Freeman,518692,571945,0,22,148.1,35.18,33,101.7,LAD,746165,-0.52,2.88
2024-03-28,Paul Goldschmidt,502671,607192,0,26,42.1,59.49,28,101.8,LAD,746165,-0.07,1.67
2024-03-28,Royce Lewis,668904,666142,2,3,47.18,46.5,30,104.2,KC,746335,-0.44,2.6
2024-03-28,Maikel Garcia,672580,641154,0,6,38.09,63.26,30,99.2,KC,746335,-0.4,2.78
2024-03-28,Jake Meyers,676694,641482,0,17,17.54,69.23,28,110,HOU,746418,-0.87,2.34
2024-03-28,Oswaldo Cabrera,665828,606160,1,49,203.35,65.37,25,99.6,HOU,746418,0.85,2.05
2024-03-28,Nick Martini,605361,680686,1,15,208.83,57.1,29,104.9,CIN,746737,0.15,2.11
2024-03-28,Nick Martini,605361,680686,1,27,179.85,47.65,23,100.8,CIN,746737,-0.42,2.27
2024-03-28,Eddie Rosario,592696,641941,2,54,207.92,64.31,35,101.3,CIN,746737,0.71,3.39
2024-03-28,Mike Trout,545361,669203,2,3,89.49,40.39,37,102.5,BAL,747060,0.3,2.1
2024-03-28,Anthony Santander,623993,660761,2,35,39.64,46.36,26,107.1,BAL,747060,-0.78,1.96
2024-03-28,Cedric Mullins,656775,542585,0,56,137.83,36.75,26,103.1,BAL,747060,-0.56,3.49
2024-03-28,Lourdes Gurriel Jr.,666971,607536,1,6,21.01,75.46,33,106.2,AZ,747224,-0.42,2.34
2024-03-29,George Springer,543807,650644,2,17,23.84,92.97,25,100.1,TB,745117,0.13,2.41
2024-03-29,Brandon Lowe,664040,605135,0,23,177.44,26.26,23,111,TB,745117,0.16,2.53
2024-03-29,J.P. Crawford,641487,601713,1,40,232.98,86.87,29,105.5,SEA,745276,0.55,2.01
2024-03-29,Manny Machado,592518,690986,1,33,40.06,62.05,27,104.1,SD,745435,-0.27,2.22
2024-03-29,Matt Chapman,656305,605397,2,4,144.79,35.5,25,104.2,SD,745435,-0.38,2.91
2024-03-29,Fernando Tatis Jr.,665487,690986,0,47,22.1,52.51,25,114.9,SD,745435,0.18,2.67
2024-03-29,Fernando Tatis Jr.,665487,643511,1,66,24.24,93.97,18,109.6,SD,745435,0.83,3.82
2024-03-29,Matt Chapman,656305,658648,1,71,3.51,76.81,26,111.7,SD,745435,-0.42,1.83
2024-03-29,Brandon Marsh,669016,675911,1,36,90.1,48.37,29,103.9,PHI,745604,0.11,2.75
2024-03-29,José Ramírez,608070,548389,1,3,222.3,80.37,25,93.2,OAK,745682,-0.97,3.51
2024-03-29,J.D. Davis,605204,671106,0,30,159.72,36.59,27,104.9,OAK,745682,0.07,3.11
2024-03-29,J.D. Davis,605204,671106,0,48,133.11,31.58,34,100.6,OAK,745682,-0.06,3.16
2024-03-29,Starling Marte,516782,642547,1,13,70.81,55.34,18,109.2,NYM,745848,-0.48,2.35
2024-03-29,Christian Yelich,592885,500779,0,22,190.06,55.06,19,108.7,NYM,745848,0.06,2.63
2024-03-29,Teoscar Hernández,606192,668868,1,12,224.67,82.68,27,100.3,LAD,746167,0.39,3.27
2024-03-29,Teoscar Hernández,606192,668868,1,28,57.26,66.04,34,96.7,LAD,746167,0.4,3.06
2024-03-29,Mookie Betts,605141,668868,0,4,32.07,70.48,31,100,LAD,746167,-0.43,2.35
2024-03-29,Miguel Rojas,500743,606149,1,53,23.37,89.4,19,104.9,LAD,746167,-0.5,2.69
2024-03-29,Giancarlo Stanton,519317,656232,1,77,76.65,36.77,21,109.7,HOU,746412,0.02,2.32
2024-03-29,Elias Díaz,553869,518876,1,12,63.59,44.7,25,104.4,AZ,747223,-0.02,2.52
2024-03-29,Alek Thomas,677950,656234,0,46,212.68,62.23,33,105.1,AZ,747223,0.52,2.74
2024-03-29,Lourdes Gurriel Jr.,666971,615698,2,7,17.09,86.13,39,103,AZ,747223,0.1,3.32
2024-03-29,Christian Walker,572233,615698,2,8,42.42,54.76,19,111.7,AZ,747223,-0.77,2.16
2024-03-30,Dansby Swanson,621020,674003,0,10,66.08,53.5,22,107.7,TEX,745037,0.18,2.46
2024-03-30,Jared Walsh,665120,543294,0,16,197.94,40.38,31,106.9,TEX,745037,-0.34,1.7
2024-03-30,Adolis García,666969,543294,1,25,188.85,61.74,31,100.8,TEX,745037,0.7,3.06
2024-03-30,Josh Jung,673962,676962,2,69,56.46,40.49,29,104.9,TEX,745037,-0.04,2.11
2024-03-30,Randy Arozarena,668227,579328,1,39,228.2,90.79,29,103.7,TB,745119,0.56,2.68
2024-03-30,Jung Hoo Lee,808982,676680,1,56,193.37,49.05,32,104.4,SD,745436,0.6,2.66
2024-03-30,Michael Conforto,624424,676680,1,61,204.4,66.55,23,105.1,SD,745436,0.55,2.76
2024-03-30,Eguy Rosario,666703,669062,0,74,44.21,81,23,103.1,SD,745436,-0.3,3.37
2024-03-30,Graham Pauley,688363,666808,1,78,232.12,98.35,34,96.5,SD,745436,0.45,1.88
2024-03-30,Ozzie Albies,645277,605400,0,2,179.05,50.01,29,97.3,PHI,745599,-0.39,1.61
2024-03-30,Matt Olson,621566,605400,0,24,212.43,93.56,47,102.3,PHI,745599,0.22,2.57
2024-03-30,J.T. Realmuto,592663,445926,1,32,44.74,59.68,32,101.3,PHI,745599,-0.48,2.89
2024-03-30,Marcell Ozuna,542303,622554,2,55,66.97,58.52,32,97.8,PHI,745599,0.27,2.07
2024-03-30,Michael Harris II,671739,641401,0,75,188.36,61.31,41,105,PHI,745599,-0.07,2.9
2024-03-30,Steven Kwan,680757,547184,2,66,206.28,46.71,29,102.5,OAK,745684,0.47,1.96
2024-03-30,Francisco Alvarez,682626,669084,0,19,43.3,59.23,21,109.7,NYM,745850,-0.11,2.61
2024-03-30,Rhys Hoskins,656555,622663,1,26,15.87,85.6,28,107.4,NYM,745850,-0.07,2.4
2024-03-30,Brett Baty,683146,571948,1,76,185.68,37.57,29,108.2,NYM,745850,0.74,2.12
2024-03-30,Pete Alonso,624413,682842,1,84,54.11,50.84,18,113.8,NYM,745850,0.71,2.92
2024-03-30,Mookie Betts,605141,664854,1,73,73.78,42.23,29,100.1,LAD,746168,-0.13,2.82
2024-03-30,Oswaldo Cabrera,665828,650556,0,51,213.66,91.99,32,90.3,HOU,746410,1.16,2.75
2024-03-30,Juan Soto,665742,650556,2,54,35.92,98.86,24,102,HOU,746410,-0.69,2.37
2024-03-30,Anthony Volpe,683011,519151,2,61,63.31,60.92,32,96.9,HOU,746410,-0.52,2.43
2024-03-30,Jeimer Candelario,600869,571578,2,30,36.88,73.67,32,97.6,CIN,746736,-0.7,2.54
2024-03-30,Luke Maile,571912,571578,1,40,175.81,56.5,31,96,CIN,746736,0.94,2.31
2024-03-30,Keibert Ruiz,660688,608371,1,60,238.11,93.29,37,106.8,CIN,746736,0.23,3.1
2024-03-30,Luis Robert Jr.,673357,628317,1,10,71.4,45.14,23,111.9,CWS,746818,-0.34,2.89
2024-03-30,Braden Shewmake,669699,628317,1,18,210.48,72.74,28,100.4,CWS,746818,-0.5,2.26
2024-03-30,Luis Robert Jr.,673357,628317,1,28,56.39,44.74,30,104.8,CWS,746818,0.54,3.15
2024-03-30,Mark Canha,592192,647336,2,41,27.26,81.04,21,106.5,CWS,746818,-0.06,3.03
2024-03-30,Riley Greene,682985,608678,0,56,91.26,42.78,31,104.5,CWS,746818,0.39,2.84
2024-03-30,Taylor Ward,621493,680570,1,27,102.05,31.32,24,105.6,BAL,747063,-0.07,2.05
2024-03-30,Gunnar Henderson,683002,656288,0,5,154.79,31.91,29,106.6,BAL,747063,0.34,1.3
2024-03-30,Anthony Santander,623993,670871,0,52,196.72,72.09,32,98,BAL,747063,0.34,0.99
2024-03-30,Ezequiel Tovar,678662,674072,2,14,60.88,49.59,27,103.7,AZ,747221,0.2,3.25
2024-03-30,Eugenio Suárez,553993,596295,0,31,63.43,48.84,28,100,AZ,747221,-0.47,2.74
2024-03-30,Lourdes Gurriel Jr.,666971,596295,2,45,45.99,51.4,32,103.6,AZ,747221,-0.57,2.76
2024-03-30,Brenton Doyle,686668,686826,1,69,35.84,72.16,23,101.1,AZ,747221,-0.57,3.25
2024-03-31,Christopher Morel,666624,592351,1,4,51.26,53.82,23,107.4,TEX,745035,0.33,2.6
2024-03-31,Justin Turner,457759,641302,0,35,46.42,57.53,26,103.6,TB,745115,0.04,3.48
2024-03-31,Davis Schneider,676914,641302,2,39,30.49,83.52,24,102.8,TB,745115,-0.64,1.99
2024-03-31,Isaac Paredes,670623,643338,2,76,30.87,90.12,28,95.7,TB,745115,-0.19,2.16
2024-03-31,Randy Arozarena,668227,592332,2,9,198.45,61.38,25,107.1,TB,745115,-0.2,2.43
2024-03-31,Enmanuel Valdez,665839,682243,2,31,229.91,86.56,38,105,SEA,745279,-0.13,2.82
2024-03-31,Tyler O'Neill,641933,682243,1,9,22.34,93.27,36,103.4,SEA,745279,0.24,3.34
2024-03-31,Luis Campusano,669134,641726,2,11,219.72,103.89,37,96.4,SD,745438,0.38,2.86
2024-03-31,Ha-Seong Kim,673490,641726,2,23,22.4,97.54,31,98.8,SD,745438,-0.33,2.17
2024-03-31,Thairo Estrada,642731,650633,0,41,61.39,46.49,28,105.3,SD,745438,-0.71,2.35
2024-03-31,Ozzie Albies,645277,624133,0,2,29.26,86.83,34,96.3,PHI,745602,-0.6,1.67
2024-03-31,Kyle Schwarber,656941,519242,0,6,214.22,71.35,19,114.4,PHI,745602,0.23,2.57
2024-03-31,Avisaíl García,541645,663559,0,38,165.71,33.16,23,106.9,MIA,746090,0.3,3.23
2024-03-31,Rowdy Tellez,642133,661269,2,61,100.35,28.71,29,106.6,MIA,746090,0.01,2.57
2024-03-31,Nick Gordon,624503,670280,1,78,191.9,47.66,29,106.5,MIA,746090,-0.38,2.44
2024-03-31,Jazz Chisholm Jr.,665862,663559,0,8,193.03,40.65,26,104.9,MIA,746090,-0.39,3.28
2024-03-31,Teoscar Hernández,606192,669467,1,68,71.35,48.39,20,106.2,LAD,746166,-0.33,1.94
2024-03-31,Max Muncy,571970,667463,1,70,208.5,49.8,31,107,LAD,746166,0.51,2.3
2024-03-31,Kyle Isbel,664728,641927,0,17,212.41,60.27,24,105.5,KC,746332,0.1,2.07
2024-03-31,Maikel Garcia,672580,641927,0,18,57.82,41.78,28,103.8,KC,746332,-0.49,3.03
2024-03-31,Bobby Witt Jr.,677951,681892,1,31,109.58,24.08,30,109.8,KC,746332,-0.69,1.53
2024-03-31,Nelson Velázquez,676369,663485,1,55,18.86,82.72,23,108.1,KC,746332,-0.88,3.29
2024-03-31,Salvador Perez,521692,641927,1,7,39.55,61.13,31,98.7,KC,746332,0.61,1.69
2024-03-31,Jose Altuve,514888,657376,2,22,47.36,85.57,44,99.7,HOU,746413,0.02,1.94
2024-03-31,CJ Abrams,682928,607259,1,16,197.16,39.97,25,107.1,CIN,746739,0.33,1.88
2024-03-31,Trey Lipscomb,702358,571656,0,53,167.36,49.61,25,102.4,CIN,746739,-0.05,2.8
2024-03-31,Will Benson,666181,640448,2,80,97.81,35,25,102.9,CIN,746739,0.22,3.3
2024-03-31,Christian Encarnacion-Strand,687952,640448,2,81,16.33,85.61,25,113.3,CIN,746739,0.22,2.71
2024-03-31,Korey Lee,686676,656427,0,20,80.26,45.43,26,107.9,CWS,746815,0.18,2.49
2024-03-31,Kerry Carpenter,681481,607200,0,25,211.94,64.89,32,105,CWS,746815,-0.35,3.5
2024-03-31,Jake Rogers,668670,607200,0,35,36.81,89.7,25,102.5,CWS,746815,0.04,2.56
2024-03-31,Paul DeJong,657557,605177,1,54,207.02,80.19,25,102.9,CWS,746815,0.36,2.42
2024-03-31,Taylor Ward,621493,669330,2,4,27.53,70.27,25,107.6,BAL,747062,-0.26,2.15
2024-03-31,Christian Walker,572233,663372,1,7,75.03,38.49,25,103.9,AZ,747222,0.1,1.56
2024-04-01,Riley Adams,656180,672710,1,60,68.37,35.59,28,108.9,WSH,744875,-0.61,2.21
2024-04-01,Josh Jung,673962,686752,2,5,37.5,69.28,35,102.3,TB,745109,-0.27,2.89
2024-04-01,Richie Palacios,680700,641540,1,53,201.62,61.52,28,101.8,TB,745109,-0.42,2.34
2024-04-01,Jose Siri,642350,641540,1,55,50.72,61.5,22,105.3,TB,745109,-0.73,1.69
2024-04-01,Adolis García,666969,606965,0,59,35.35,50.65,24,110.1,TB,745109,0.34,2.3
2024-04-01,Dominic Canzone,686527,663474,1,14,92.67,36.18,23,107.8,SEA,745277,-0.61,3.16
2024-04-01,Tyler Freeman,671289,676106,1,47,154.84,43.46,26,102.1,SEA,745277,0.15,2.82
2024-04-01,Josh Naylor,647304,662253,1,64,175.08,28.09,26,108.1,SEA,745277,0.21,3.1
2024-04-01,Jackson Merrill,701538,502043,2,26,40.08,76.41,25,104.8,SD,745437,-0.32,2.68
2024-04-01,Brendan Donovan,680977,666745,0,46,215.46,77.85,22,104.6,SD,745437,-0.16,2.08
2024-04-01,Willson Contreras,575929,663362,2,5,145.63,30.57,24,107.2,SD,745437,0.69,2.89
2024-04-01,Fernando Tatis Jr.,665487,502043,1,54,57.58,32.66,28,112.7,SD,745437,-0.53,2.17
2024-04-01,Spencer Steer,668715,641401,0,72,71,54.14,26,104.4,PHI,745600,0.4,2.35
2024-04-01,Carson Kelly,608348,543859,2,71,19.7,79.59,32,106.1,NYM,745842,-0.72,2.05
2024-04-01,Mike Trout,545361,676974,1,30,33.4,59.31,27,104,MIA,746085,-0.33,2.42
2024-04-01,Nolan Schanuel,694384,666277,0,46,206.21,69.74,31,101.6,MIA,746085,0.49,2.21
2024-04-01,Mike Trout,545361,666277,0,47,84.24,11.42,26,113.1,MIA,746085,0.13,1.6
2024-04-01,Michael Conforto,624424,518489,1,45,238.11,89.96,37,102.3,LAD,746170,0.47,1.71
2024-04-01,Teoscar Hernández,606192,643511,1,51,45.65,43.46,28,107.4,LAD,746170,0.22,2.34
2024-04-01,Jeremy Peña,665161,670102,1,15,45.67,61.32,33,102.2,HOU,746409,0.08,2.61
2024-04-01,Kyle Tucker,663656,650893,0,52,183.33,49.19,30,101.3,HOU,746409,0.5,2.45
2024-04-01,Yainer Diaz,673237,650893,1,54,214.33,89.54,33,96.6,HOU,746409,0.29,3.02
2024-04-01,Kyle Tucker,663656,670102,1,7,56.89,65.85,27,98.8,HOU,746409,-0.35,3.38
2024-04-01,Yainer Diaz,673237,670102,2,9,58.31,35.72,31,107.1,HOU,746409,-0.04,3.8
2024-04-01,Austin Riley,663586,608678,2,65,174.45,50.38,25,103.1,CWS,746817,0.8,2.68
2024-04-01,Bobby Witt Jr.,677951,665152,2,18,106.09,21.98,26,110.8,BAL,747058,-0.45,2.42
2024-04-01,Salvador Perez,521692,665152,2,20,142.45,30.52,25,107.9,BAL,747058,1.07,2.44
2024-04-01,Ryan Mountcastle,663624,608379,0,30,43.57,73.44,25,107.2,BAL,747058,-0.18,1.95
2024-04-01,Jordan Westburg,676059,623433,1,73,197.1,67.69,29,101.7,BAL,747058,0.46,2.71
2024-04-02,Isaac Paredes,670623,666720,2,40,47.99,117.45,33,96.8,TB,745111,0.48,2.99
2024-04-02,Bo Naylor,666310,622491,2,27,205.21,65.71,30,97.9,SEA,745273,0.84,2.53
2024-04-02,Willson Contreras,575929,506433,2,44,172.42,30.89,26,106.7,SD,745439,0.23,1.75
2024-04-02,Bryce Harper,547180,668933,0,27,219.94,83.11,19,103.3,PHI,745598,-0.12,1.83
2024-04-02,Bryce Harper,547180,608718,1,56,182.15,37.39,24,108.3,PHI,745598,0.63,1.34
2024-04-02,Brandon Marsh,669016,571656,0,65,36.46,85.75,32,98,PHI,745598,0.22,1.69
2024-04-02,Bryce Harper,547180,668933,2,7,102,30.67,29,107.7,PHI,745598,-0.26,2.16
2024-04-02,Shea Langeliers,669127,678394,2,17,70.49,53.14,31,102,OAK,745680,-0.57,2.08
2024-04-02,JJ Bleday,668709,678394,2,28,168.38,39.06,28,105.7,OAK,745680,0.21,2.42
2024-04-02,Christian Yelich,592885,686973,0,22,113.9,28.41,28,104.3,MIL,746009,0.03,2.32
2024-04-02,Aaron Hicks,543305,666200,1,22,233.87,95.11,23,104.1,MIA,746086,0.25,3.28
2024-04-02,Bryan De La Cruz,650559,472610,1,65,155.64,40.39,27,102.7,MIA,746086,-0.27,2.29
2024-04-02,Mookie Betts,605141,657277,1,24,80.68,40.76,22,100.2,LAD,746169,0.17,1.49
2024-04-02,Jorge Soler,624585,642232,0,45,70.47,53.87,32,99.4,LAD,746169,0.43,2.38
2024-04-02,Jose Altuve,514888,621244,0,24,42.52,74.02,34,105.3,HOU,746411,0.05,2.92
2024-04-02,Davis Schneider,676914,623352,2,64,90.91,31.43,34,108.8,HOU,746411,0.07,2.3
2024-04-02,Marcell Ozuna,542303,676979,1,46,43.7,82.81,42,98.9,CWS,746814,-0.44,1.88
2024-04-02,Paul DeJong,657557,621345,0,49,36.59,87.32,43,99.8,CWS,746814,-0.44,2.75
2024-04-02,Marcell Ozuna,542303,656629,1,65,57.8,49.05,25,103.2,CWS,746814,-0.52,2.85
2024-04-02,Christopher Morel,666624,607536,0,24,42.77,69.73,37,104.7,CHC,746898,-0.26,2.92
2024-04-02,Seiya Suzuki,673548,607536,0,5,114.47,32,16,115,CHC,746898,-0.08,2.63
2024-04-02,Garrett Cooper,643265,683627,1,56,175.43,44.65,23,108.3,CHC,746898,0.27,2.27
2024-04-02,Michael Toglia,669911,621016,2,62,205.26,47.55,26,108.5,CHC,746898,-0.2,2.82
2024-04-02,Cody Bellinger,641355,683627,1,68,235.9,64.96,30,107.4,CHC,746898,0.25,3.37
2024-04-02,Christian Walker,572233,664776,1,56,29.19,56.29,31,108.1,AZ,747220,-0.53,3.16
2024-04-03,Joey Gallo,608336,656605,0,14,213.22,39.44,34,109,WSH,744869,0.23,3.07
2024-04-03,Jack Suwinski,669261,676395,1,46,220.51,65.88,21,109.1,WSH,744869,-0.09,2.38
2024-04-03,Corey Seager,608369,650644,0,38,229.25,103.58,31,95,TB,745114,0.55,1.45
2024-04-03,Kyle Higashioka,543309,668868,1,32,25.77,69.26,27,103.9,SD,745440,0.15,2.37
2024-04-03,Kyle Schwarber,656941,593423,0,45,231.14,97.13,21,113,PHI,745603,0.1,2.41
2024-04-03,Rhys Hoskins,656555,663978,0,33,12.13,82.64,28,107.4,MIL,746008,-0.28,2.54
2024-04-03,Jackson Chourio,694192,650960,0,44,157.56,39.65,24,103.5,MIL,746008,-0.07,2.67
2024-04-03,Ryan Jeffers,680777,669060,2,60,59.73,62.06,39,103.2,MIL,746008,0.19,3.38
2024-04-03,Taylor Ward,621493,592288,0,67,144.93,34.21,31,102.4,MIA,746083,0.18,2.17
2024-04-03,Patrick Bailey,672275,607192,1,18,200.43,58.41,31,99.9,LAD,746163,-0.25,2.91
2024-04-03,Miguel Rojas,500743,690986,2,33,30.11,76.69,23,101.5,LAD,746163,-0.2,3.09
2024-04-03,Shohei Ohtani,660271,573124,2,57,173.7,31.3,24,105.6,LAD,746163,-0.5,3.12
2024-04-03,Jorge Soler,624585,543339,2,61,99.02,17.82,32,112,LAD,746163,0.15,2.92
2024-04-03,Yordan Alvarez,670541,605135,1,23,168.18,33.35,26,108.2,HOU,746407,-0.55,2.95
2024-04-03,Yordan Alvarez,670541,641835,0,52,164.88,23.16,27,109.5,HOU,746407,-0.08,1.37
2024-04-03,Jeremy Peña,665161,641149,0,62,93.54,74.42,24,103.4,HOU,746407,-0.12,2.66
2024-04-03,Jose Altuve,514888,641149,1,64,23.99,77.28,27,105.4,HOU,746407,-0.28,2.91
2024-04-03,Seiya Suzuki,673548,656222,0,37,65.06,53.3,22,105,CHC,746900,-0.61,2.39
2024-04-03,Maikel Garcia,672580,657508,0,47,201.39,66.17,25,101.2,BAL,747059,-0.23,2.91
2024-04-03,Blaze Alexander,677942,607074,1,12,29.86,82.73,23,110.6,AZ,747219,-0.52,2.79
2024-04-03,Aaron Judge,592450,518876,1,24,186.56,50.39,32,108.9,AZ,747219,-0.1,2.4
2024-04-03,Ketel Marte,606466,607074,2,38,49.7,40.62,30,109.3,AZ,747219,-0.58,2.56
2024-04-03,Alex Verdugo,657077,656464,0,68,224.77,72.37,31,104.9,AZ,747219,0.37,3.19
2024-04-04,Connor Joe,656582,571882,1,39,43.9,59.14,28,102.1,WSH,744870,-0.66,2.59
2024-04-04,CJ Abrams,682928,527048,2,45,160.42,34.59,29,105.9,WSH,744870,-0.17,2.9
2024-04-04,Iván Herrera,671056,677960,0,12,48.98,49.72,33,107.2,STL,745200,-0.59,2.1
2024-04-04,Jake Burger,669394,458681,0,24,59.18,49.86,32,107.1,STL,745200,-0.97,2.26
2024-04-04,Josh Bell,605137,458681,1,37,128.42,20.18,32,104.8,STL,745200,-0.09,2.1
2024-04-04,Jake Burger,669394,458681,1,38,27.84,70.54,40,108.4,STL,745200,-0.75,3.07
2024-04-04,Pete Alonso,624413,656412,0,64,94.97,38.9,23,101.2,NYM,745843,0.01,1.07
2024-04-04,Riley Greene,682985,493603,1,64,197.23,56.33,26,105.9,NYM,745844,-0.04,2.45
2024-04-04,Edouard Julien,666397,676440,0,40,47.64,72.46,38,102.7,MIN,745928,-0.13,3.09
2024-04-04,Nelson Velázquez,676369,647336,2,31,61.35,37.38,28,108.5,KC,746327,-0.86,3.11
2024-04-04,MJ Melendez,669004,608678,2,60,185.07,38.69,31,105.9,KC,746327,-0.08,2.45
2024-04-05,Adolis García,666969,686613,2,20,178.15,56.72,34,98.5,TEX,745033,0.14,3.99
2024-04-05,Marcus Semien,543760,656232,1,57,50.61,57.84,32,101.9,TEX,745033,-0.4,2.35
2024-04-05,Jake Meyers,676694,666720,2,70,194.91,70.77,33,101.8,TEX,745033,0.46,2.91
2024-04-05,Ryan O'Hearn,656811,683003,1,10,140.51,42.48,32,103.6,PIT,745524,0.09,3.04
2024-04-05,Gunnar Henderson,683002,683003,0,19,137.86,34.92,24,104.1,PIT,745524,0.4,1.6
2024-04-05,Oneil Cruz,665833,680570,1,40,211.38,72.27,33,98.5,PIT,745524,-0.03,2.5
2024-04-05,Jared Triolo,669707,680570,0,58,105.65,34,27,104.5,PIT,745524,-0.61,2.58
2024-04-05,Cedric Mullins,656775,676702,0,62,199.97,111.41,24,102,PIT,745524,0.37,2.57
2024-04-05,Ernie Clement,676391,657571,0,46,36.76,59.89,27,104.9,NYY,745764,-0.39,2.49
2024-04-05,Willy Adames,642715,669302,0,12,224.2,89.15,27,99.8,MIL,746007,0.58,2.98
2024-04-05,Oliver Dunn,686554,669302,1,29,199.12,48.49,27,103.6,MIL,746007,0.06,2.74
2024-04-05,Christian Yelich,592885,669302,1,47,237.32,62.88,32,112.4,MIL,746007,0.43,2.52
2024-04-05,Reese McGuire,624512,656288,1,12,191.6,54.44,26,102.8,LAA,746249,-0.43,2.39
2024-04-05,Logan O'Hoppe,681351,670174,1,56,117.23,34.78,32,104.8,LAA,746249,-0.1,2.08
2024-04-05,Jarren Duran,680776,667755,1,72,110.09,34.27,23,105.2,LAA,746249,-0.18,2.92
2024-04-05,Tyler O'Neill,641933,667755,1,79,37.4,71.59,22,104.7,LAA,746249,-0.38,2.36
2024-04-05,Tyler O'Neill,641933,656288,0,8,160.61,36.58,31,101.6,LAA,746249,0.44,2.46
2024-04-05,Triston Casas,671213,656288,0,9,91.82,42.06,30,104,LAA,746249,-0.68,2.73
2024-04-05,Gavin Sheets,657757,663903,0,9,229.82,78.5,34,106.1,KC,746328,0.42,2.78
2024-04-05,Matt Vierling,663837,676664,0,23,40.18,82.04,19,107.1,DET,746497,-0.51,2.3
2024-04-05,Brent Rooker,667670,669373,2,41,28.58,92.71,33,95.8,DET,746497,-0.17,2.36
2024-04-05,Mark Canha,592192,676664,2,45,18.32,69.29,29,107,DET,746497,0.06,2.59
2024-04-05,Abraham Toro,647351,669373,1,49,29.27,70.2,31,102.8,DET,746497,-0.67,2.13
2024-04-05,Ezequiel Tovar,678662,621363,2,52,58.03,42.76,41,106.5,COL,746576,-0.88,1.89
2024-04-05,Kris Bryant,592178,621097,0,67,,,29,105.5,COL,746576,-0.78,2.55
2024-04-05,Ryan McMahon,641857,592094,1,86,211.4,52.69,35,102.5,COL,746576,0.32,1.9
2024-04-05,Jeff McNeil,643446,641941,2,67,214.67,70.23,24,100.4,CIN,746733,0.35,2.89
2024-04-05,Spencer Steer,668715,500779,1,7,36.09,68.84,21,106.8,CIN,746733,0.01,2.15
2024-04-05,Dansby Swanson,621020,676272,1,15,100.37,44.14,34,106.5,CHC,746897,-0.01,2.84
2024-04-05,Michael Busch,683737,659275,1,28,212.65,75.96,34,109,CHC,746897,0.56,1.75
2024-04-05,Shohei Ohtani,660271,543294,0,41,233.57,91.74,32,105.2,CHC,746897,-0.09,2.2
2024-04-05,Ketel Marte,606466,675911,0,1,201.28,62.9,29,99.9,ATL,747143,-0.13,2.99
2024-04-05,Matt Olson,621566,674072,2,27,165.74,32.11,27,105.1,ATL,747143,-0.44,2.59
2024-04-06,J.T. Realmuto,592663,663623,2,21,78.08,48.74,22,105.8,WSH,744873,0.24,2.34
2024-04-06,Joey Gallo,608336,624133,2,26,177.57,38.94,33,104.1,WSH,744873,0.15,2.48
2024-04-06,Jurickson Profar,595777,676775,2,6,221.3,95.11,43,105.8,SF,745359,0.23,2.42
2024-04-06,Joey Bart,663698,669330,2,14,53.24,49.62,24,109,PIT,745522,0.29,2.82
2024-04-06,Anthony Rizzo,519203,669952,0,46,233.32,96.35,28,96.9,NYY,745766,0.76,2.95
2024-04-06,Vladimir Guerrero Jr.,665489,596133,0,60,195.88,70.24,26,104.2,NYY,745766,0.52,3.24
2024-04-06,Aaron Judge,592450,592332,1,7,67.62,37,29,109.7,NYY,745766,-0.94,1.93
2024-04-06,Giancarlo Stanton,519317,592332,2,9,197.99,77.75,29,100,NYY,745766,0.63,2.79
